,Spanish,English,Audio
19,La corte decidirá el veredicto mañana.,The court will decide the verdict tomorrow.,./Sentences/Consular/audio/19_Consular_audio.mp3
20,Es importante cumplir la ley en todo momento.,It's important to comply with the law at all times.,./Sentences/Consular/audio/20_Consular_audio.mp3
21,La custodia del niño fue otorgada a la madre.,The custody of the child was granted to the mother.,./Sentences/Consular/audio/21_Consular_audio.mp3
22,El deportado regresó a su país de origen.,The deportee returned to his home country.,./Sentences/Consular/audio/22_Consular_audio.mp3
23,A muchos les gusta practicar deportes al aire libre.,Many people enjoy practicing outdoor sports.,./Sentences/Consular/audio/23_Consular_audio.mp3
24,Barcelona es un destino turístico muy popular.,Barcelona is a very popular tourist destination.,./Sentences/Consular/audio/24_Consular_audio.mp3
25,El detenido fue puesto en libertad bajo fianza.,The detainee was released on bail.,./Sentences/Consular/audio/25_Consular_audio.mp3
26,"Tiene la doble nacionalidad, es ciudadano de dos países.","He has dual nationality, he is a citizen of two countries.",./Sentences/Consular/audio/26_Consular_audio.mp3
27,Asegúrese de llevar consigo los documentos de viaje.,Make sure to carry the travel documents with you.,./Sentences/Consular/audio/27_Consular_audio.mp3
28,Los documentos falsos pueden acarrear graves consecuencias legales.,Fake documents can have serious legal consequences.,./Sentences/Consular/audio/28_Consular_audio.mp3
29,La edad no debería ser un obstáculo para cumplir tus sueños.,Age should not be an obstacle to fulfilling your dreams.,./Sentences/Consular/audio/29_Consular_audio.mp3
30,Voy a entrevistar al candidato para el puesto.,I am going to interview the candidate for the position.,./Sentences/Consular/audio/30_Consular_audio.mp3
31,El estudiante está aprendiendo español.,The student is learning Spanish.,./Sentences/Consular/audio/31_Consular_audio.mp3
32,Me gusta estudiar en la biblioteca.,I like to study in the library.,./Sentences/Consular/audio/32_Consular_audio.mp3
33,Los estudios demuestran que el ejercicio regular es beneficioso para la salud.,Studies show that regular exercise is beneficial for health.,./Sentences/Consular/audio/33_Consular_audio.mp3
34,La exposición de arte estará abierta al público durante todo el mes.,The art exhibition will be open to the public all month.,./Sentences/Consular/audio/34_Consular_audio.mp3
35,Mi fecha de nacimiento es el 15 de mayo.,My date of birth is May 15th.,./Sentences/Consular/audio/35_Consular_audio.mp3
36,Vamos a la feria a disfrutar de los juegos y la comida.,We are going to the fair to enjoy the games and food.,./Sentences/Consular/audio/36_Consular_audio.mp3
37,El fiscal presentó pruebas contundentes en el juicio.,The prosecutor presented compelling evidence in the trial.,./Sentences/Consular/audio/37_Consular_audio.mp3
38,El fraude financiero es un delito grave.,Financial fraud is a serious crime.,./Sentences/Consular/audio/38_Consular_audio.mp3
39,El gerente está a cargo de la sucursal.,The manager is in charge of the branch.,./Sentences/Consular/audio/39_Consular_audio.mp3
40,El hospedaje incluye desayuno continental.,The lodging includes a continental breakfast.,./Sentences/Consular/audio/40_Consular_audio.mp3
41,El historial crediticio es importante para obtener un préstamo.,The credit history is important to get a loan.,./Sentences/Consular/audio/41_Consular_audio.mp3
42,Es ilegal conducir sin licencia.,It is illegal to drive without a license.,./Sentences/Consular/audio/42_Consular_audio.mp3
43,Ellos entraron ilegalmente al país.,They entered the country illegally.,./Sentences/Consular/audio/43_Consular_audio.mp3
44,La inmigración es un tema controvertido.,Immigration is a controversial issue.,./Sentences/Consular/audio/44_Consular_audio.mp3
45,Intercederé por ti ante el juez.,I will intercede for you before the judge.,./Sentences/Consular/audio/45_Consular_audio.mp3
46,La entrevista de trabajo fue muy positiva.,The job interview was very positive.,./Sentences/Consular/audio/46_Consular_audio.mp3
47,Es importante actuar dentro de los límites legales.,It is important to act within legal limits.,./Sentences/Consular/audio/47_Consular_audio.mp3
48,El negocio es legítimo y está registrado.,The business is legitimate and registered.,./Sentences/Consular/audio/48_Consular_audio.mp3
49,La ley protege los derechos de los ciudadanos.,The law protects the rights of citizens.,./Sentences/Consular/audio/49_Consular_audio.mp3
50,Obtuvo su licenciatura en Administración de Empresas.,She obtained her bachelor's degree in Business Administration.,./Sentences/Consular/audio/50_Consular_audio.mp3
51,Ella está estudiando una maestría en Psicología.,She is studying a master's degree in Psychology.,./Sentences/Consular/audio/51_Consular_audio.mp3
52,La matrícula para el próximo semestre ya está abierta.,Registration for the next semester is already open.,./Sentences/Consular/audio/52_Consular_audio.mp3
53,Los medios de comunicación informaron sobre el suceso.,The media reported on the incident.,./Sentences/Consular/audio/53_Consular_audio.mp3
54,El Ministerio de Justicia está investigando el caso.,The Ministry of Justice is investigating the case.,./Sentences/Consular/audio/54_Consular_audio.mp3
55,"Lamentablemente, su muerte fue repentina.","Unfortunately, his death was sudden.",./Sentences/Consular/audio/55_Consular_audio.mp3
56,No puedo negar que me equivoqué.,I cannot deny that I was wrong.,./Sentences/Consular/audio/56_Consular_audio.mp3
57,El negocio está experimentando un crecimiento significativo.,The business is experiencing significant growth.,./Sentences/Consular/audio/57_Consular_audio.mp3
58,Las noticias de última hora están en el sitio web.,The latest news is on the website.,./Sentences/Consular/audio/58_Consular_audio.mp3
59,La orden de detención fue emitida por el juez.,The arrest warrant was issued by the judge.,./Sentences/Consular/audio/59_Consular_audio.mp3
60,El gobierno decidió otorgar asilo a los refugiados políticos.,The government decided to grant asylum to political refugees.,./Sentences/Consular/audio/60_Consular_audio.mp3
61,"Después de la universidad, hizo una pasantía en una empresa de tecnología.","After college, she did an internship at a technology company.",./Sentences/Consular/audio/61_Consular_audio.mp3
62,Necesitarás tu pasaporte para viajar al extranjero.,You will need your passport to travel abroad.,./Sentences/Consular/audio/62_Consular_audio.mp3
63,El periodista entrevistó al presidente para su artículo.,The journalist interviewed the president for his article.,./Sentences/Consular/audio/63_Consular_audio.mp3
64,La pregunta del examen era muy difícil.,The question on the exam was very difficult.,./Sentences/Consular/audio/64_Consular_audio.mp3
65,La prensa informó sobre el nuevo proyecto de ley.,The press reported on the new bill.,./Sentences/Consular/audio/65_Consular_audio.mp3
66,La prometida recibió un anillo de compromiso muy bonito.,The fiancée received a very beautiful engagement ring.,./Sentences/Consular/audio/66_Consular_audio.mp3
67,El comité decidió rechazar la propuesta de ley.,The committee decided to reject the bill proposal.,./Sentences/Consular/audio/67_Consular_audio.mp3
68,El refugiado finalmente encontró un lugar seguro para vivir.,The refugee finally found a safe place to live.,./Sentences/Consular/audio/68_Consular_audio.mp3
69,La repatriación de los ciudadanos varados se llevó a cabo con éxito.,The repatriation of stranded citizens was successfully carried out.,./Sentences/Consular/audio/69_Consular_audio.mp3
70,Los requisitos para obtener la visa son muy estrictos.,The requirements to obtain the visa are very strict.,./Sentences/Consular/audio/70_Consular_audio.mp3
71,"Después de vivir en el extranjero durante años, obtuvo la residencia permanente.","After living abroad for years, he obtained permanent residency.",./Sentences/Consular/audio/71_Consular_audio.mp3
72,El robo de identidad es un delito grave en muchos países.,Identity theft is a serious crime in many countries.,./Sentences/Consular/audio/72_Consular_audio.mp3
73,La sección consular proporciona asistencia a los ciudadanos en el extranjero.,The consular section provides assistance to citizens abroad.,./Sentences/Consular/audio/73_Consular_audio.mp3
74,"Durante el semestre, estudió mucho para sus exámenes.","During the semester, she studied a lot for her exams.",./Sentences/Consular/audio/74_Consular_audio.mp3
75,Los servicios de inmigración están abrumados con solicitudes en este momento.,Immigration services are overwhelmed with requests at the moment.,./Sentences/Consular/audio/75_Consular_audio.mp3
76,El soborno es un delito que puede llevar a la cárcel.,Bribery is a crime that can lead to jail.,./Sentences/Consular/audio/76_Consular_audio.mp3
77,El solicitante presentó todos los documentos necesarios para el trabajo.,The applicant submitted all the necessary documents for the job.,./Sentences/Consular/audio/77_Consular_audio.mp3
78,"Si necesitas ayuda, no dudes en solicitarla.","If you need help, don't hesitate to ask for it.",./Sentences/Consular/audio/78_Consular_audio.mp3
79,La solicitud de empleo debe entregarse antes del viernes.,The job application must be submitted before Friday.,./Sentences/Consular/audio/79_Consular_audio.mp3
80,El juez decidió suspender el juicio hasta nuevo aviso.,The judge decided to suspend the trial until further notice.,./Sentences/Consular/audio/80_Consular_audio.mp3
81,Los talones de pago se emiten el último día hábil de cada mes.,Pay stubs are issued on the last business day of each month.,./Sentences/Consular/audio/81_Consular_audio.mp3
82,El título universitario es necesario para aplicar a ciertos puestos de trabajo.,A university degree is necessary to apply for certain job positions.,./Sentences/Consular/audio/82_Consular_audio.mp3
83,El trabajo a tiempo completo requiere dedicación y compromiso.,Full-time work requires dedication and commitment.,./Sentences/Consular/audio/83_Consular_audio.mp3
84,El traficante fue arrestado por contrabando de mercancías.,The trafficker was arrested for smuggling goods.,./Sentences/Consular/audio/84_Consular_audio.mp3
85,Debes tramitar tu pasaporte con anticipación si planeas viajar al extranjero.,You should process your passport in advance if you plan to travel abroad.,./Sentences/Consular/audio/85_Consular_audio.mp3
86,El trámite de solicitud de visa puede demorar varias semanas.,The visa application process may take several weeks.,./Sentences/Consular/audio/86_Consular_audio.mp3
87,El turismo es una fuente importante de ingresos para muchos países.,Tourism is an important source of income for many countries.,./Sentences/Consular/audio/87_Consular_audio.mp3
88,El/la turista quedó impresionado/a por la belleza natural del lugar.,The tourist was impressed by the natural beauty of the place.,./Sentences/Consular/audio/88_Consular_audio.mp3
89,La universidad ofrece una amplia gama de programas académicos.,The university offers a wide range of academic programs.,./Sentences/Consular/audio/89_Consular_audio.mp3
90,"Por favor, pase a la ventanilla número tres para recoger su documentación.",Please proceed to window number three to collect your documentation.,./Sentences/Consular/audio/90_Consular_audio.mp3
91,Me encanta viajar y conocer nuevas culturas.,I love to travel and experience new cultures.,./Sentences/Consular/audio/91_Consular_audio.mp3
92,El viaje a la montaña fue una experiencia inolvidable.,The trip to the mountains was an unforgettable experience.,./Sentences/Consular/audio/92_Consular_audio.mp3
93,El vicecónsul está a cargo de asistir a los ciudadanos de su país en el extranjero.,The vice-consul is responsible for assisting citizens of their country abroad.,./Sentences/Consular/audio/93_Consular_audio.mp3
94,Necesitas obtener una visa antes de viajar al extranjero.,You need to obtain a visa before traveling abroad.,./Sentences/Consular/audio/94_Consular_audio.mp3
95,La visa de intercambio estudiantil permite a los estudiantes estudiar en el extranjero por un período determinado.,The student exchange visa allows students to study abroad for a specific period.,./Sentences/Consular/audio/95_Consular_audio.mp3
96,"Para casarse en el extranjero, necesitarás obtener una visa de prometido.","To get married abroad, you will need to obtain a fiancé visa.",./Sentences/Consular/audio/96_Consular_audio.mp3
97,El extranjero consiguió una visa de trabajo para poder laborar legalmente en el país.,The foreigner obtained a work visa to be able to work legally in the country.,./Sentences/Consular/audio/97_Consular_audio.mp3
98,Los turistas deben solicitar una visa de turista antes de su viaje.,Tourists must apply for a tourist visa before their trip.,./Sentences/Consular/audio/98_Consular_audio.mp3
99,El vuelo a París fue cancelado debido al mal tiempo.,The flight to Paris was canceled due to bad weather.,./Sentences/Consular/audio/99_Consular_audio.mp3
100,El sospechoso fue arrestado por la policía esta mañana.,The suspect was arrested by the police this morning.,./Sentences/Consular/audio/100_Consular_audio.mp3
101,Necesitas obtener una visa de no-inmigrante si planeas visitar los Estados Unidos.,You need to obtain a non-immigrant visa if you plan to visit the United States.,./Sentences/Consular/audio/101_Consular_audio.mp3
