,Spanish,English,Audio
18,"Es importante tener vergüenza, pero no dejar que te impida hacer lo correcto.","It's important to have shame, but not to let it prevent you from doing the right thing.",./Sentences/Frases con Tener/audio/18_Frases con Tener_audio.mp3
19,Siempre le tengo lástima a los animales abandonados.,I always feel pity for abandoned animals.,./Sentences/Frases con Tener/audio/19_Frases con Tener_audio.mp3
20,Tengo pensado visitar a mis abuelos este fin de semana.,I plan to visit my grandparents this weekend.,./Sentences/Frases con Tener/audio/20_Frases con Tener_audio.mp3
21,Debes tener cuidado al cruzar la calle.,You should be careful when crossing the street.,./Sentences/Frases con Tener/audio/21_Frases con Tener_audio.mp3
22,Siempre tengo prisa por la mañana para no llegar tarde al trabajo.,I'm always in a hurry in the morning so as not to be late for work.,./Sentences/Frases con Tener/audio/22_Frases con Tener_audio.mp3
23,"Después de años de esfuerzo, finalmente tuvo éxito en su negocio.","After years of effort, he finally succeeded in his business.",./Sentences/Frases con Tener/audio/23_Frases con Tener_audio.mp3
24,Los bomberos tienen nervios de acero en situaciones de emergencia.,Firefighters have nerves of steel in emergency situations.,./Sentences/Frases con Tener/audio/24_Frases con Tener_audio.mp3
25,Siempre tienes razón cuando se trata de elegir la mejor ruta de viaje.,You are always right when it comes to choosing the best travel route.,./Sentences/Frases con Tener/audio/25_Frases con Tener_audio.mp3
26,"Si el proyecto falla, yo tengo la culpa por no haber supervisado adecuadamente.","If the project fails, I am to blame for not supervising properly.",./Sentences/Frases con Tener/audio/26_Frases con Tener_audio.mp3
27,"En el casino, algunos tienen suerte y otros simplemente pierden.","In the casino, some people are lucky and others just lose.",./Sentences/Frases con Tener/audio/27_Frases con Tener_audio.mp3
28,"Cuando tomes una decisión, tienes que tener en cuenta las consecuencias.","When you make a decision, you have to take into account the consequences.",./Sentences/Frases con Tener/audio/28_Frases con Tener_audio.mp3
29,El concierto tendrá lugar en el estadio central la próxima semana.,The concert will take place at the central stadium next week.,./Sentences/Frases con Tener/audio/29_Frases con Tener_audio.mp3
30,Organizar este evento tiene lo suyo; requiere mucha atención al detalle.,Organizing this event has its challenges; it requires a lot of attention to detail.,./Sentences/Frases con Tener/audio/30_Frases con Tener_audio.mp3
31,La teoría que presentó el científico tiene sentido y podría explicar el fenómeno.,The theory presented by the scientist makes sense and could explain the phenomenon.,./Sentences/Frases con Tener/audio/31_Frases con Tener_audio.mp3
32,Esa tradición tiene que ver con la historia antigua de la región.,That tradition has to do with the ancient history of the region.,./Sentences/Frases con Tener/audio/32_Frases con Tener_audio.mp3
33,Los estudiantes que no estudiaron para el examen lo tienen difícil.,Students who did not study for the exam are going to have a hard time.,./Sentences/Frases con Tener/audio/33_Frases con Tener_audio.mp3
34,"Siempre le he tenido cariño a mi primer coche, aunque ya no funcione.","I have always been fond of my first car, even though it no longer works.",./Sentences/Frases con Tener/audio/34_Frases con Tener_audio.mp3
35,Hoy he tenido un día bueno; todo me ha salido bien.,Today I had a good day; everything went well for me.,./Sentences/Frases con Tener/audio/35_Frases con Tener_audio.mp3
36,"Tengo ganas de ir al cine esta noche, ¿te apuntas?","I feel like going to the cinema tonight, are you in?",./Sentences/Frases con Tener/audio/36_Frases con Tener_audio.mp3
37,Ella no tiene abuela; siempre se está elogiando a sí misma.,She has no modesty; she is always praising herself.,./Sentences/Frases con Tener/audio/37_Frases con Tener_audio.mp3
38,Lo que hizo esa empresa por sus empleados no tiene nombre; fue un acto de pura generosidad.,What that company did for its employees is beyond words; it was an act of pure generosity.,./Sentences/Frases con Tener/audio/38_Frases con Tener_audio.mp3
39,Esa explicación no tiene ni pies ni cabeza; necesitamos aclarar los detalles.,That explanation makes no sense; we need to clarify the details.,./Sentences/Frases con Tener/audio/39_Frases con Tener_audio.mp3
40,Juan está tan arruinado que no tiene ni para pipas este mes.,Juan is so broke that he doesn't even have enough for peanuts this month.,./Sentences/Frases con Tener/audio/40_Frases con Tener_audio.mp3
41,Ella no tiene pelos en la lengua y siempre dice lo que piensa.,She doesn't mince her words and always says what she thinks.,./Sentences/Frases con Tener/audio/41_Frases con Tener_audio.mp3
42,"A pesar de su apariencia, ese hombre no tiene ni un pelo de tonto.","Despite his appearance, that man is not foolish at all.",./Sentences/Frases con Tener/audio/42_Frases con Tener_audio.mp3
43,La decisión está tomada y no tiene vuelta de hoja.,The decision has been made and there's no turning back.,./Sentences/Frases con Tener/audio/43_Frases con Tener_audio.mp3
44,Él lleva años sin trabajar y no tiene oficio ni beneficio.,He has been out of work for years and has no trade nor income.,./Sentences/Frases con Tener/audio/44_Frases con Tener_audio.mp3
45,Creo que tengo una idea de cómo resolver el problema.,I think I have an idea of how to solve the problem.,./Sentences/Frases con Tener/audio/45_Frases con Tener_audio.mp3
46,"En esta negociación, claramente ella tiene la sartén por el mango.","In this negotiation, she clearly has the upper hand.",./Sentences/Frases con Tener/audio/46_Frases con Tener_audio.mp3
47,Ese político tiene mucho morro al pedir un aumento de sueldo.,That politician has a lot of nerve asking for a raise.,./Sentences/Frases con Tener/audio/47_Frases con Tener_audio.mp3
48,Juan tiene un morro que se lo pisa al exigir más beneficios sin trabajar más.,Juan is incredibly cheeky to demand more benefits without working more.,./Sentences/Frases con Tener/audio/48_Frases con Tener_audio.mp3
49,Ese estafador tiene más cara que la espalda al negar las evidencias.,That con artist has a lot of gall to deny the evidence.,./Sentences/Frases con Tener/audio/49_Frases con Tener_audio.mp3
50,"Gracias a tener enchufe, consiguió el trabajo sin la experiencia necesaria.","Thanks to having connections, he got the job without the necessary experience.",./Sentences/Frases con Tener/audio/50_Frases con Tener_audio.mp3
51,"Después de la guerra, muchos quedaron sin casa ni hogar.","After the war, many were left without a house or home.",./Sentences/Frases con Tener/audio/51_Frases con Tener_audio.mp3
52,Dicen que los dictadores no tienen corazón.,They say dictators have no heart.,./Sentences/Frases con Tener/audio/52_Frases con Tener_audio.mp3
53,No tengo corazón para decirle la verdad sobre su enfermedad.,I don't have the heart to tell her the truth about her illness.,./Sentences/Frases con Tener/audio/53_Frases con Tener_audio.mp3
54,Esa persona no tiene dos dedos de frente si piensa que puede engañarnos a todos.,That person doesn't have an ounce of sense if they think they can fool us all.,./Sentences/Frases con Tener/audio/54_Frases con Tener_audio.mp3
