,Spanish,English,Audio
61,Las leyes laborales protegen los derechos de los trabajadores.,Labor laws protect the rights of workers.,./Sentences/Administración y Gerencia/audio/61_Administración y Gerencia_audio.mp3
62,El mantenimiento de edificios es crucial para garantizar la seguridad de los ocupantes.,Building maintenance is crucial to ensure the safety of the occupants.,./Sentences/Administración y Gerencia/audio/62_Administración y Gerencia_audio.mp3
63,El médico recetó medicamentos para tratar la infección.,The doctor prescribed medication to treat the infection.,./Sentences/Administración y Gerencia/audio/63_Administración y Gerencia_audio.mp3
64,La mudanza a una nueva ciudad puede ser emocionante y estresante al mismo tiempo.,Moving to a new city can be exciting and stressful at the same time.,./Sentences/Administración y Gerencia/audio/64_Administración y Gerencia_audio.mp3
65,El oficial administrativo se encarga de la gestión de documentos y archivos.,The administrative officer is in charge of managing documents and files.,./Sentences/Administración y Gerencia/audio/65_Administración y Gerencia_audio.mp3
66,El oficial de asuntos financieros supervisa las operaciones financieras de la empresa.,The financial affairs officer oversees the financial operations of the company.,./Sentences/Administración y Gerencia/audio/66_Administración y Gerencia_audio.mp3
67,El oficial de enlace facilita la comunicación entre diferentes departamentos.,The liaison officer facilitates communication between different departments.,./Sentences/Administración y Gerencia/audio/67_Administración y Gerencia_audio.mp3
68,El oficial de personal se encarga de contratar y capacitar a los empleados.,The personnel officer is in charge of hiring and training employees.,./Sentences/Administración y Gerencia/audio/68_Administración y Gerencia_audio.mp3
69,El pago se realizará al finalizar el proyecto.,The payment will be made upon completion of the project.,./Sentences/Administración y Gerencia/audio/69_Administración y Gerencia_audio.mp3
70,El papeleo puede ser abrumador al solicitar un préstamo hipotecario.,The paperwork can be overwhelming when applying for a mortgage loan.,./Sentences/Administración y Gerencia/audio/70_Administración y Gerencia_audio.mp3
71,El personal de la empresa está altamente capacitado para enfrentar desafíos.,The company's staff is highly trained to face challenges.,./Sentences/Administración y Gerencia/audio/71_Administración y Gerencia_audio.mp3
72,La pertenencia a un club exclusivo conlleva ciertos privilegios.,Belonging to an exclusive club entails certain privileges.,./Sentences/Administración y Gerencia/audio/72_Administración y Gerencia_audio.mp3
73,La piscina del hotel es perfecta para relajarse después de un día ajetreado.,The hotel's pool is perfect for relaxing after a busy day.,./Sentences/Administración y Gerencia/audio/73_Administración y Gerencia_audio.mp3
74,El precio del producto incluye el envío a domicilio.,The price of the product includes home delivery.,./Sentences/Administración y Gerencia/audio/74_Administración y Gerencia_audio.mp3
75,"El presupuesto para el proyecto es limitado, por lo que debemos administrarlo con cuidado.","The budget for the project is limited, so we must manage it carefully.",./Sentences/Administración y Gerencia/audio/75_Administración y Gerencia_audio.mp3
76,Las propiedades en esta zona son muy codiciadas debido a su ubicación privilegiada.,Properties in this area are highly sought after due to their prime location.,./Sentences/Administración y Gerencia/audio/76_Administración y Gerencia_audio.mp3
77,El proveedor de materiales de construcción entregará el pedido mañana.,The construction materials supplier will deliver the order tomorrow.,./Sentences/Administración y Gerencia/audio/77_Administración y Gerencia_audio.mp3
78,El recorte de gastos fue necesario para mantener la rentabilidad de la empresa.,Cost cutting was necessary to maintain the company's profitability.,./Sentences/Administración y Gerencia/audio/78_Administración y Gerencia_audio.mp3
79,Los recursos financieros son fundamentales para el crecimiento de la empresa.,Financial resources are essential for the company's growth.,./Sentences/Administración y Gerencia/audio/79_Administración y Gerencia_audio.mp3
80,Los recursos humanos son el activo más valioso de cualquier organización.,Human resources are the most valuable asset of any organization.,./Sentences/Administración y Gerencia/audio/80_Administración y Gerencia_audio.mp3
81,La remuneración debe ser justa y acorde al trabajo realizado.,The remuneration should be fair and commensurate with the work performed.,./Sentences/Administración y Gerencia/audio/81_Administración y Gerencia_audio.mp3
82,Es importante reparar cualquier daño causado a la reputación de la empresa.,It's important to repair any damage caused to the company's reputation.,./Sentences/Administración y Gerencia/audio/82_Administración y Gerencia_audio.mp3
83,El requisito para este puesto es tener experiencia previa en ventas.,The requirement for this position is to have previous experience in sales.,./Sentences/Administración y Gerencia/audio/83_Administración y Gerencia_audio.mp3
84,Resolveremos el problema lo antes posible.,We will solve the problem as soon as possible.,./Sentences/Administración y Gerencia/audio/84_Administración y Gerencia_audio.mp3
85,El salario mínimo ha aumentado este año.,The minimum wage has increased this year.,./Sentences/Administración y Gerencia/audio/85_Administración y Gerencia_audio.mp3
86,La salud de los empleados es una prioridad para la empresa.,The health of the employees is a priority for the company.,./Sentences/Administración y Gerencia/audio/86_Administración y Gerencia_audio.mp3
87,La sección administrativa se encarga de la gestión de documentos y trámites.,The administrative section is in charge of document management and procedures.,./Sentences/Administración y Gerencia/audio/87_Administración y Gerencia_audio.mp3
88,El sector inmobiliario está experimentando un auge en este momento.,The real estate sector is experiencing a boom at the moment.,./Sentences/Administración y Gerencia/audio/88_Administración y Gerencia_audio.mp3
89,El servicio al cliente es excepcional en esta tienda.,The customer service is exceptional in this store.,./Sentences/Administración y Gerencia/audio/89_Administración y Gerencia_audio.mp3
90,El servicio de calidad es nuestro compromiso con los clientes.,Quality service is our commitment to customers.,./Sentences/Administración y Gerencia/audio/90_Administración y Gerencia_audio.mp3
91,"Los servicios generales incluyen limpieza, mantenimiento y seguridad.","General services include cleaning, maintenance, and security.",./Sentences/Administración y Gerencia/audio/91_Administración y Gerencia_audio.mp3
92,Los sistemas de información son vitales para el funcionamiento de la empresa.,Information systems are vital for the operation of the company.,./Sentences/Administración y Gerencia/audio/92_Administración y Gerencia_audio.mp3
93,La solvencia financiera es un indicador importante para los inversionistas.,Financial solvency is an important indicator for investors.,./Sentences/Administración y Gerencia/audio/93_Administración y Gerencia_audio.mp3
94,El subsidio de desempleo ayuda a las personas en momentos difíciles.,Unemployment benefits help people in difficult times.,./Sentences/Administración y Gerencia/audio/94_Administración y Gerencia_audio.mp3
95,Mi sueldo actual me permite vivir cómodamente.,My current salary allows me to live comfortably.,./Sentences/Administración y Gerencia/audio/95_Administración y Gerencia_audio.mp3
96,La tecnología está transformando la forma en que hacemos negocios.,Technology is transforming the way we do business.,./Sentences/Administración y Gerencia/audio/96_Administración y Gerencia_audio.mp3
97,La transacción se realizó sin problemas.,The transaction was carried out smoothly.,./Sentences/Administración y Gerencia/audio/97_Administración y Gerencia_audio.mp3
98,El transporte público es muy eficiente en esta ciudad.,Public transportation is very efficient in this city.,./Sentences/Administración y Gerencia/audio/98_Administración y Gerencia_audio.mp3
99,"¿Puedes trasladar estas cajas al almacén, por favor?","Can you move these boxes to the warehouse, please?",./Sentences/Administración y Gerencia/audio/99_Administración y Gerencia_audio.mp3
100,El traslado de la oficina a la nueva ubicación fue un éxito.,The office relocation to the new location was a success.,./Sentences/Administración y Gerencia/audio/100_Administración y Gerencia_audio.mp3
101,Contraté una empresa para el traslado de mis pertenencias a la nueva casa.,I hired a company for the transfer of my belongings to the new house.,./Sentences/Administración y Gerencia/audio/101_Administración y Gerencia_audio.mp3
102,Estoy deseando ir de vacaciones a la playa.,I am looking forward to going on vacation to the beach.,./Sentences/Administración y Gerencia/audio/102_Administración y Gerencia_audio.mp3
103,Hay una vacante para un puesto de gerente en la empresa.,There is a vacancy for a manager position in the company.,./Sentences/Administración y Gerencia/audio/103_Administración y Gerencia_audio.mp3
104,La vacunación contra la gripe es importante para prevenir enfermedades.,Influenza vaccination is important for preventing illnesses.,./Sentences/Administración y Gerencia/audio/104_Administración y Gerencia_audio.mp3
105,Encontré una vivienda perfecta en el centro de la ciudad.,I found a perfect housing in the city center.,./Sentences/Administración y Gerencia/audio/105_Administración y Gerencia_audio.mp3
106,Mi vuelo a París sale a las 10 de la mañana.,My flight to Paris leaves at 10 in the morning.,./Sentences/Administración y Gerencia/audio/106_Administración y Gerencia_audio.mp3
107,El alquiler del apartamento es bastante caro en esta zona.,The rent for the apartment is quite expensive in this area.,./Sentences/Administración y Gerencia/audio/107_Administración y Gerencia_audio.mp3
108,La instalación de la nueva red de internet fue un proceso largo.,The installation of the new internet network was a lengthy process.,./Sentences/Administración y Gerencia/audio/108_Administración y Gerencia_audio.mp3
