,Spanish,English,Audio
68,Obtuvo la victoria después de un arduo trabajo.,He achieved victory after hard work.,./Sentences/Audio/Week 9/68_Week 9_audio.mp3
69,Contrató a un abogado local para que lo representara en el juicio.,He hired a local lawyer to represent him in the trial.,./Sentences/Audio/Week 9/69_Week 9_audio.mp3
70,Estaba desesperada por encontrar una solución al problema.,She was desperate to find a solution to the problem.,./Sentences/Audio/Week 9/70_Week 9_audio.mp3
71,Se contactaron con el departamento de recursos humanos para obtener información.,They contacted the human resources department to get information.,./Sentences/Audio/Week 9/71_Week 9_audio.mp3
72,La custodia del niño fue otorgada a la madre.,Custody of the child was awarded to the mother.,./Sentences/Audio/Week 9/72_Week 9_audio.mp3
73,Desconocer las costumbres del país puede llevar a malentendidos.,Not knowing the customs of the country can lead to misunderstandings.,./Sentences/Audio/Week 9/73_Week 9_audio.mp3
74,Cometer una falta de prudencia puede tener consecuencias graves.,Committing a lack of prudence can have serious consequences.,./Sentences/Audio/Week 9/74_Week 9_audio.mp3
75,Me imagino que vas a llegar tarde a la reunión.,I imagine that you are going to be late for the meeting.,./Sentences/Audio/Week 9/75_Week 9_audio.mp3
76,Solicitaré un préstamo para comprar una casa.,I will apply for a loan to buy a house.,./Sentences/Audio/Week 9/76_Week 9_audio.mp3
77,Los problemas parecidos requieren soluciones diferentes.,Similar problems require different solutions.,./Sentences/Audio/Week 9/77_Week 9_audio.mp3
78,El acusado fue condenado a diez años de prisión.,The defendant was sentenced to ten years in prison.,./Sentences/Audio/Week 9/78_Week 9_audio.mp3
79,Las escopetas de alto calibre son utilizadas para cazar animales grandes.,High-caliber shotguns are used for hunting large animals.,./Sentences/Audio/Week 9/79_Week 9_audio.mp3
80,La fiscalía general está investigando el caso de corrupción.,The attorney general's office is investigating the corruption case.,./Sentences/Audio/Week 9/80_Week 9_audio.mp3
81,El informe constata que hubo un aumento en la tasa de desempleo.,The report confirms that there was an increase in the unemployment rate.,./Sentences/Audio/Week 9/81_Week 9_audio.mp3
82,El juicio por fraude comenzará la próxima semana.,The trial for fraud will begin next week.,./Sentences/Audio/Week 9/82_Week 9_audio.mp3
83,El juez dictaminó una sentencia ejemplar.,The judge issued an exemplary sentence.,./Sentences/Audio/Week 9/83_Week 9_audio.mp3
84,Los declaró culpables de robo a mano armada.,He declared them guilty of armed robbery.,./Sentences/Audio/Week 9/84_Week 9_audio.mp3
85,La extradición del fugitivo se llevará a cabo el próximo mes.,The extradition of the fugitive will take place next month.,./Sentences/Audio/Week 9/85_Week 9_audio.mp3
86,Los encarcelados recibieron visitas de sus familiares.,The prisoners received visits from their relatives.,./Sentences/Audio/Week 9/86_Week 9_audio.mp3
87,El país vecino ofreció ayuda humanitaria.,The neighboring country provided humanitarian aid.,./Sentences/Audio/Week 9/87_Week 9_audio.mp3
88,La empresa se compromete a proveer un ambiente laboral seguro.,The company is committed to providing a safe work environment.,./Sentences/Audio/Week 9/88_Week 9_audio.mp3
89,Los desafíos de la vida nos hacen más fuertes.,Life's challenges make us stronger.,./Sentences/Audio/Week 9/89_Week 9_audio.mp3
90,Trabajó arduamente para alcanzar sus metas.,He worked hard to achieve his goals.,./Sentences/Audio/Week 9/90_Week 9_audio.mp3
91,"Después de correr un maratón, estaba agotado.","After running a marathon, he was exhausted.",./Sentences/Audio/Week 9/91_Week 9_audio.mp3
92,Estar abrumado por las responsabilidades puede afectar la salud mental.,Being overwhelmed by responsibilities can affect mental health.,./Sentences/Audio/Week 9/92_Week 9_audio.mp3
93,El apoyo de la comunidad fue abrumador.,The support from the community was overwhelming.,./Sentences/Audio/Week 9/93_Week 9_audio.mp3
94,Decidió prestar su coche a su amigo.,He decided to lend his car to his friend.,./Sentences/Audio/Week 9/94_Week 9_audio.mp3
95,El gobierno otorgará fondos adicionales para la educación.,The government will grant additional funds for education.,./Sentences/Audio/Week 9/95_Week 9_audio.mp3
96,Es importante respetar las opiniones de los demás.,It's important to respect the opinions of others.,./Sentences/Audio/Week 9/96_Week 9_audio.mp3
97,Tengo que tratar con clientes difíciles todos los días.,I have to deal with difficult clients every day.,./Sentences/Audio/Week 9/97_Week 9_audio.mp3
98,El equipo de ingenieros logró solucionar el problema técnico.,The engineering team managed to solve the technical issue.,./Sentences/Audio/Week 9/98_Week 9_audio.mp3
99,Un ser humano es capaz de adaptarse a diferentes entornos.,A human being is capable of adapting to different environments.,./Sentences/Audio/Week 9/99_Week 9_audio.mp3
100,Los programas de acogida ofrecen apoyo a los refugiados recién llegados.,Reception programs offer support to newly arrived refugees.,./Sentences/Audio/Week 9/100_Week 9_audio.mp3
101,La repatriación de los ciudadanos varados se está coordinando con las embajadas.,The repatriation of stranded citizens is being coordinated with the embassies.,./Sentences/Audio/Week 9/101_Week 9_audio.mp3
102,Las costumbres locales pueden variar significativamente de un país a otro.,Local customs can vary significantly from one country to another.,./Sentences/Audio/Week 9/102_Week 9_audio.mp3
103,Un comienzo sólido es clave para el éxito a largo plazo.,A solid start is key to long-term success.,./Sentences/Audio/Week 9/103_Week 9_audio.mp3
104,La realidad es que la situación económica es cada vez más difícil.,The reality is that the economic situation is becoming increasingly challenging.,./Sentences/Audio/Week 9/104_Week 9_audio.mp3
105,Los conflictos duran mucho tiempo en esa región.,Conflicts last a long time in that region.,./Sentences/Audio/Week 9/105_Week 9_audio.mp3
106,Los campos de refugiados están abarrotados debido al flujo constante de personas desplazadas.,Refugee camps are overcrowded due to the constant flow of displaced people.,./Sentences/Audio/Week 9/106_Week 9_audio.mp3
107,Los asentamientos permanentes brindan estabilidad a las comunidades desplazadas.,Permanent settlements provide stability to displaced communities.,./Sentences/Audio/Week 9/107_Week 9_audio.mp3
108,Ellos no tienen a donde ir después de perder sus hogares.,They have nowhere to go after losing their homes.,./Sentences/Audio/Week 9/108_Week 9_audio.mp3
109,Ellos no pueden escapar de las bombas que caen sobre la ciudad.,They cannot escape from the bombs falling on the city.,./Sentences/Audio/Week 9/109_Week 9_audio.mp3
110,La falta de agua potable es un problema grave en esa región.,The lack of drinking water is a serious problem in that region.,./Sentences/Audio/Week 9/110_Week 9_audio.mp3
111,El aumento de la temperatura global está teniendo impactos significativos en el clima.,The increase in global temperature is having significant impacts on the climate.,./Sentences/Audio/Week 9/111_Week 9_audio.mp3
112,Los brotes de cólera son una amenaza para la salud pública en situaciones de crisis humanitaria.,Cholera outbreaks are a threat to public health in humanitarian crisis situations.,./Sentences/Audio/Week 9/112_Week 9_audio.mp3
113,La sequía prolongada ha afectado la producción de alimentos en la región.,Prolonged drought has affected food production in the region.,./Sentences/Audio/Week 9/113_Week 9_audio.mp3
114,El hambre es una realidad para millones de personas en todo el mundo.,Hunger is a reality for millions of people around the world.,./Sentences/Audio/Week 9/114_Week 9_audio.mp3
115,El clima político en el país parece empeorar cada día.,The political climate in the country seems to worsen every day.,./Sentences/Audio/Week 9/115_Week 9_audio.mp3
116,Los sabores se mezclan perfectamente en este plato.,The flavors blend perfectly in this dish.,./Sentences/Audio/Week 9/116_Week 9_audio.mp3
117,El grupo planea para apoderarse de la empresa competidora.,The group plans to take over the competing company.,./Sentences/Audio/Week 9/117_Week 9_audio.mp3
118,Los suministros médicos son escasos en la zona afectada.,Medical supplies are scarce in the affected area.,./Sentences/Audio/Week 9/118_Week 9_audio.mp3
119,Nuestra labor es garantizar la seguridad de todos los empleados.,Our job is to ensure the safety of all employees.,./Sentences/Audio/Week 9/119_Week 9_audio.mp3
120,Es necesario procesar los datos antes de analizarlos.,It is necessary to process the data before analyzing it.,./Sentences/Audio/Week 9/120_Week 9_audio.mp3
121,No puedo negar que me equivoqué en esa decisión.,I cannot deny that I made a mistake in that decision.,./Sentences/Audio/Week 9/121_Week 9_audio.mp3
122,El Medio Oriente es conocido por sus conflictos internos.,The Middle East is known for its internal conflicts.,./Sentences/Audio/Week 9/122_Week 9_audio.mp3
123,La lucha por la igualdad de género continúa en todo el mundo.,The struggle for gender equality continues worldwide.,./Sentences/Audio/Week 9/123_Week 9_audio.mp3
124,El proyecto fue exitoso gracias al arduo trabajo del equipo.,The project was successful thanks to the hard work of the team.,./Sentences/Audio/Week 9/124_Week 9_audio.mp3
125,Mi padre finalmente se ha jubilado después de 40 años de trabajo.,My father has finally retired after 40 years of work.,./Sentences/Audio/Week 9/125_Week 9_audio.mp3
126,Voy a cargar las maletas en el coche antes de salir.,I am going to load the suitcases into the car before leaving.,./Sentences/Audio/Week 9/126_Week 9_audio.mp3
127,Los parientes llegaron temprano para la reunión familiar.,The relatives arrived early for the family gathering.,./Sentences/Audio/Week 9/127_Week 9_audio.mp3
128,A los niños les ayuda a distraerse jugar al aire libre.,Playing outdoors helps children to distract themselves.,./Sentences/Audio/Week 9/128_Week 9_audio.mp3
129,Vamos a ver una película en una pantalla grande esta noche.,We are going to watch a movie on a big screen tonight.,./Sentences/Audio/Week 9/129_Week 9_audio.mp3
130,Los unos altavoces nuevos mejoraron la calidad del sonido.,The new speakers improved the sound quality.,./Sentences/Audio/Week 9/130_Week 9_audio.mp3
131,Puedes estudiar y trabajar al mismo tiempo si te organizas bien.,You can study and work at the same time if you organize yourself well.,./Sentences/Audio/Week 9/131_Week 9_audio.mp3
132,El refugio local se encarga de proporcionar comida a las personas sin hogar.,The local shelter is responsible for providing food to the homeless people.,./Sentences/Audio/Week 9/132_Week 9_audio.mp3
133,La generosidad de la comunidad fue evidente durante la crisis.,The generosity of the community was evident during the crisis.,./Sentences/Audio/Week 9/133_Week 9_audio.mp3
134,"En su nuevo hogar, encontraron la paz que tanto anhelaban.","In their new home, they found the peace they longed for.",./Sentences/Audio/Week 9/134_Week 9_audio.mp3
135,Un santuario de ballenas es un lugar crucial para la conservación de estas majestuosas criaturas marinas.,A whale sanctuary is a crucial place for the conservation of these majestic marine creatures.,./Sentences/Audio/Week 9/135_Week 9_audio.mp3
136,"Asimismo, es importante recordar la importancia de la conservación del medio ambiente.","Likewise, it is important to remember the importance of environmental conservation.",./Sentences/Audio/Week 9/136_Week 9_audio.mp3
137,Las especies en peligro de extinción necesitan protección urgente para sobrevivir.,Endangered species need urgent protection to survive.,./Sentences/Audio/Week 9/137_Week 9_audio.mp3
138,Las portadas de los periódicos reflejaban la magnitud del desastre natural.,The front pages of the newspapers reflected the magnitude of the natural disaster.,./Sentences/Audio/Week 9/138_Week 9_audio.mp3
139,"El volcán hizo erupción repentinamente, causando caos en la región.","The volcano erupted suddenly, causing chaos in the region.",./Sentences/Audio/Week 9/139_Week 9_audio.mp3
140,Compartirlo con el mundo entero es una forma de difundir conciencia sobre el tema.,Sharing it with the whole world is a way to spread awareness about the issue.,./Sentences/Audio/Week 9/140_Week 9_audio.mp3
141,Se convirtieron en una tendencia las protestas pacíficas en todo el país.,Peaceful protests became a trend throughout the country.,./Sentences/Audio/Week 9/141_Week 9_audio.mp3
142,"No obstante, debemos seguir luchando por un futuro sostenible.","However, we must continue to fight for a sustainable future.",./Sentences/Audio/Week 9/142_Week 9_audio.mp3
143,El aumento de la deforestación dio paso a una situación de emergencia ambiental.,The increase in deforestation led to an environmental emergency situation.,./Sentences/Audio/Week 9/143_Week 9_audio.mp3
144,La búsqueda de la verdad es fundamental para la justicia.,The search for truth is fundamental for justice.,./Sentences/Audio/Week 9/144_Week 9_audio.mp3
145,Perdieron contacto con ellos después de la tormenta.,They lost contact with them after the storm.,./Sentences/Audio/Week 9/145_Week 9_audio.mp3
146,"Tras la publicación de las fotos, la popularidad del artista se disparó.","After the publication of the photos, the artist's popularity skyrocketed.",./Sentences/Audio/Week 9/146_Week 9_audio.mp3
147,"Mientras tanto, seguiremos trabajando en la solución del problema.","Meanwhile, we will continue working on solving the problem.",./Sentences/Audio/Week 9/147_Week 9_audio.mp3
148,Está enviando avisos a los residentes para que tomen precauciones ante la tormenta.,It is sending notices to the residents to take precautions against the storm.,./Sentences/Audio/Week 9/148_Week 9_audio.mp3
149,Llevar a cabo el plan de conservación es crucial para proteger la biodiversidad.,Carrying out the conservation plan is crucial to protect biodiversity.,./Sentences/Audio/Week 9/149_Week 9_audio.mp3
150,El cese al fuego es un primer paso hacia la paz en la región.,The ceasefire is a first step towards peace in the region.,./Sentences/Audio/Week 9/150_Week 9_audio.mp3
151,Pierde la oportunidad de aprender algo nuevo si no intentas.,You lose the opportunity to learn something new if you don't try.,./Sentences/Audio/Week 9/151_Week 9_audio.mp3
152,Estar orgulloso de tus logros es importante para la autoestima.,Being proud of your accomplishments is important for self-esteem.,./Sentences/Audio/Week 9/152_Week 9_audio.mp3
153,Enorgulleserse de sus raíces es parte de su identidad.,Being proud of their roots is part of their identity.,./Sentences/Audio/Week 9/153_Week 9_audio.mp3
154,"Tener orgullo es importante, pero a veces es necesario ceder.","Having pride is important, but sometimes it's necessary to give in.",./Sentences/Audio/Week 9/154_Week 9_audio.mp3
155,"A pesar de los obstáculos, logró alcanzar sus metas.","Despite the obstacles, he managed to achieve his goals.",./Sentences/Audio/Week 9/155_Week 9_audio.mp3
156,"En el fondo, todos queremos ser amados y aceptados.","Deep down, we all want to be loved and accepted.",./Sentences/Audio/Week 9/156_Week 9_audio.mp3
157,Dar paso a nuevas ideas es fundamental para el progreso.,Making way for new ideas is essential for progress.,./Sentences/Audio/Week 9/157_Week 9_audio.mp3
