,Spanish,English,Audio
21,El suelo de la región es muy fértil y propicio para la agricultura.,The soil in the region is very fertile and suitable for agriculture.,./Sentences/Medio Ambiente/audio/21_Medio Ambiente_audio.mp3
22,El terremoto de magnitud 7.8 causó grandes daños en la ciudad.,The 7.8 magnitude earthquake caused great damage in the city.,./Sentences/Medio Ambiente/audio/22_Medio Ambiente_audio.mp3
23,La fracturación hidráulica es una técnica controvertida para la extracción de gas natural.,Hydraulic fracturing is a controversial technique for extracting natural gas.,./Sentences/Medio Ambiente/audio/23_Medio Ambiente_audio.mp3
24,El gasoducto transporta gas natural a través de varios estados.,The pipeline transports natural gas across several states.,./Sentences/Medio Ambiente/audio/24_Medio Ambiente_audio.mp3
25,El reciclaje de plásticos ayuda a reducir la contaminación ambiental.,Recycling plastics helps to reduce environmental pollution.,./Sentences/Medio Ambiente/audio/25_Medio Ambiente_audio.mp3
26,Los combustibles fósiles son una fuente principal de emisiones de gases de efecto invernadero.,Fossil fuels are a major source of greenhouse gas emissions.,./Sentences/Medio Ambiente/audio/26_Medio Ambiente_audio.mp3
27,El petróleo es un recurso natural que ha moldeado la economía mundial.,Oil is a natural resource that has shaped the global economy.,./Sentences/Medio Ambiente/audio/27_Medio Ambiente_audio.mp3
28,La gasolina ha subido de precio debido a la inestabilidad en el mercado internacional.,Gasoline has gone up in price due to instability in the international market.,./Sentences/Medio Ambiente/audio/28_Medio Ambiente_audio.mp3
29,El derrame de petróleo en el océano ha afectado gravemente la vida marina.,The oil spill in the ocean has severely affected marine life.,./Sentences/Medio Ambiente/audio/29_Medio Ambiente_audio.mp3
30,El crudo extraído de la tierra se refina para producir combustibles.,The crude oil extracted from the ground is refined to produce fuels.,./Sentences/Medio Ambiente/audio/30_Medio Ambiente_audio.mp3
31,La flora y la fauna del parque nacional están protegidas por leyes ambientales.,The flora and fauna of the national park are protected by environmental laws.,./Sentences/Medio Ambiente/audio/31_Medio Ambiente_audio.mp3
32,El agua potable es un recurso escaso en muchas partes del mundo.,Drinking water is a scarce resource in many parts of the world.,./Sentences/Medio Ambiente/audio/32_Medio Ambiente_audio.mp3
33,La Agencia para la Protección del Ambiente regula las emisiones industriales para proteger la naturaleza.,The Environmental Protection Agency regulates industrial emissions to protect nature.,./Sentences/Medio Ambiente/audio/33_Medio Ambiente_audio.mp3
34,El incendio forestal se extendió rápidamente debido a las condiciones secas.,The forest fire spread quickly due to dry conditions.,./Sentences/Medio Ambiente/audio/34_Medio Ambiente_audio.mp3
35,El dióxido de carbono es un gas de efecto invernadero que contribuye al calentamiento global.,Carbon dioxide is a greenhouse gas that contributes to global warming.,./Sentences/Medio Ambiente/audio/35_Medio Ambiente_audio.mp3
36,El impacto ambiental de la construcción de la nueva carretera es motivo de preocupación.,The environmental impact of the construction of the new road is a cause for concern.,./Sentences/Medio Ambiente/audio/36_Medio Ambiente_audio.mp3
37,Los productos ecológicos son más favorables al medio ambiente y a menudo más saludables.,Eco-friendly products are more environmentally friendly and often healthier.,./Sentences/Medio Ambiente/audio/37_Medio Ambiente_audio.mp3
38,La energía eólica es una fuente renovable que puede ayudar a reducir nuestra dependencia de los combustibles fósiles.,Wind energy is a renewable source that can help reduce our dependence on fossil fuels.,./Sentences/Medio Ambiente/audio/38_Medio Ambiente_audio.mp3
39,Las especies en peligro de extinción necesitan protección urgente para sobrevivir.,"Endangered species need urgent protection to survive.""",./Sentences/Medio Ambiente/audio/39_Medio Ambiente_audio.mp3
40,"""La contaminación acústica en la ciudad está afectando la salud de sus habitantes.",The noise pollution in the city is affecting the health of its residents.,./Sentences/Medio Ambiente/audio/40_Medio Ambiente_audio.mp3
41,Los residuos tóxicos deben ser tratados adecuadamente para evitar daños al medio ambiente.,Toxic waste must be properly treated to prevent environmental damage.,./Sentences/Medio Ambiente/audio/41_Medio Ambiente_audio.mp3
42,La desertización es un problema grave que amenaza la agricultura en varias regiones del mundo.,Desertification is a serious problem that threatens agriculture in various regions of the world.,./Sentences/Medio Ambiente/audio/42_Medio Ambiente_audio.mp3
43,El nivel del mar está subiendo a un ritmo alarmante debido al cambio climático.,The sea level is rising at an alarming rate due to climate change.,./Sentences/Medio Ambiente/audio/43_Medio Ambiente_audio.mp3
44,"El hielo de los glaciares está disminuyendo cada año, lo que preocupa a los científicos.","The ice from the glaciers is diminishing each year, which worries scientists.",./Sentences/Medio Ambiente/audio/44_Medio Ambiente_audio.mp3
45,El derretimiento de los casquetes polares podría tener consecuencias catastróficas para el clima global.,The melting of the polar ice caps could have catastrophic consequences for the global climate.,./Sentences/Medio Ambiente/audio/45_Medio Ambiente_audio.mp3
46,El polo norte se está calentando más rápido que el resto del planeta.,The North Pole is warming faster than the rest of the planet.,./Sentences/Medio Ambiente/audio/46_Medio Ambiente_audio.mp3
47,El desarrollo sostenible es esencial para garantizar un futuro próspero sin comprometer los recursos naturales.,"Sustainable development is essential to ensure a prosperous future without compromising natural resources.""",./Sentences/Medio Ambiente/audio/47_Medio Ambiente_audio.mp3
