,Spanish,English,Audio
13,Me acuesto temprano para descansar bien.,I go to bed early to rest well.,./Sentences/Common Verbs 201 - 300/audio/13_Common Verbs 201 - 300_audio.mp3
14,Renunció a su trabajo para empezar su propio negocio.,He resigned from his job to start his own business.,./Sentences/Common Verbs 201 - 300/audio/14_Common Verbs 201 - 300_audio.mp3
15,Olvidé comprar leche en el supermercado.,I forgot to buy milk at the supermarket.,./Sentences/Common Verbs 201 - 300/audio/15_Common Verbs 201 - 300_audio.mp3
16,Nos movemos al ritmo de la música en la fiesta.,We move to the rhythm of the music at the party.,./Sentences/Common Verbs 201 - 300/audio/16_Common Verbs 201 - 300_audio.mp3
17,Decidieron separarse después de muchos años de matrimonio.,They decided to separate after many years of marriage.,./Sentences/Common Verbs 201 - 300/audio/17_Common Verbs 201 - 300_audio.mp3
18,Esta fábrica produce miles de unidades al día.,This factory produces thousands of units per day.,./Sentences/Common Verbs 201 - 300/audio/18_Common Verbs 201 - 300_audio.mp3
19,Nos pusimos a bailar cuando la música empezó a sonar.,We started dancing when the music began to play.,./Sentences/Common Verbs 201 - 300/audio/19_Common Verbs 201 - 300_audio.mp3
20,"No te desesperes, todo saldrá bien.","Don't despair, everything will be fine.",./Sentences/Common Verbs 201 - 300/audio/20_Common Verbs 201 - 300_audio.mp3
21,Me encanta nadar en el mar durante el verano.,I love to swim in the sea during the summer.,./Sentences/Common Verbs 201 - 300/audio/21_Common Verbs 201 - 300_audio.mp3
22,Es importante cuidarse para mantener una buena salud.,It's important to take care of oneself to maintain good health.,./Sentences/Common Verbs 201 - 300/audio/22_Common Verbs 201 - 300_audio.mp3
23,Creo en ti y en tus capacidades para lograrlo.,I believe in you and your abilities to achieve it.,./Sentences/Common Verbs 201 - 300/audio/23_Common Verbs 201 - 300_audio.mp3
24,"Después de un largo día de trabajo, necesito descansar un poco.","After a long day of work, I need to rest a bit.",./Sentences/Common Verbs 201 - 300/audio/24_Common Verbs 201 - 300_audio.mp3
25,Volveré a casa tan pronto como termine la reunión.,I will return home as soon as the meeting is over.,./Sentences/Common Verbs 201 - 300/audio/25_Common Verbs 201 - 300_audio.mp3
26,La marcha comenzará en la plaza principal a las 10 de la mañana.,The march will start at the main square at 10 in the morning.,./Sentences/Common Verbs 201 - 300/audio/26_Common Verbs 201 - 300_audio.mp3
27,La policía está investigando el robo en la joyería.,The police are investigating the robbery at the jewelry store.,./Sentences/Common Verbs 201 - 300/audio/27_Common Verbs 201 - 300_audio.mp3
28,Es importante establecer límites claros en una relación.,It's important to establish clear boundaries in a relationship.,./Sentences/Common Verbs 201 - 300/audio/28_Common Verbs 201 - 300_audio.mp3
29,Regresaré a este hermoso lugar en el futuro.,I will return to this beautiful place in the future.,./Sentences/Common Verbs 201 - 300/audio/29_Common Verbs 201 - 300_audio.mp3
30,Borra esa pizarra y comencemos de nuevo.,Erase that board and let's start over.,./Sentences/Common Verbs 201 - 300/audio/30_Common Verbs 201 - 300_audio.mp3
31,"Si te portas bien, te compraré un helado.","If you behave well, I will buy you an ice cream.",./Sentences/Common Verbs 201 - 300/audio/31_Common Verbs 201 - 300_audio.mp3
32,"Por favor, contesta a la pregunta que te acabo de hacer.",Please answer the question I just asked you.,./Sentences/Common Verbs 201 - 300/audio/32_Common Verbs 201 - 300_audio.mp3
33,"Al final, todo resultó mejor de lo que esperaba.","In the end, everything turned out better than I expected.",./Sentences/Common Verbs 201 - 300/audio/33_Common Verbs 201 - 300_audio.mp3
34,Apaga las luces antes de salir de la habitación.,Turn off the lights before leaving the room.,./Sentences/Common Verbs 201 - 300/audio/34_Common Verbs 201 - 300_audio.mp3
35,Quiero conocer más sobre tu cultura y tradiciones.,I want to learn more about your culture and traditions.,./Sentences/Common Verbs 201 - 300/audio/35_Common Verbs 201 - 300_audio.mp3
36,Trata a los demás con respeto y amabilidad.,Treat others with respect and kindness.,./Sentences/Common Verbs 201 - 300/audio/36_Common Verbs 201 - 300_audio.mp3
37,Voy a comprar un regalo para el cumpleaños de mi hermana.,I am going to buy a gift for my sister's birthday.,./Sentences/Common Verbs 201 - 300/audio/37_Common Verbs 201 - 300_audio.mp3
38,Ten cuidado de no quemarte con la plancha caliente.,Be careful not to burn yourself with the hot iron.,./Sentences/Common Verbs 201 - 300/audio/38_Common Verbs 201 - 300_audio.mp3
39,"Me duele la cabeza, creo que necesito descansar un poco.","My head hurts, I think I need to rest for a while.",./Sentences/Common Verbs 201 - 300/audio/39_Common Verbs 201 - 300_audio.mp3
40,Construir una casa lleva tiempo y esfuerzo.,Building a house takes time and effort.,./Sentences/Common Verbs 201 - 300/audio/40_Common Verbs 201 - 300_audio.mp3
41,Es importante comunicar claramente tus ideas.,It's important to communicate your ideas clearly.,./Sentences/Common Verbs 201 - 300/audio/41_Common Verbs 201 - 300_audio.mp3
42,Es fácil distinguir entre el bien y el mal.,It's easy to distinguish between right and wrong.,./Sentences/Common Verbs 201 - 300/audio/42_Common Verbs 201 - 300_audio.mp3
43,Voy a pasar por ti a las 8 de la noche.,I will pick you up at 8 o'clock.,./Sentences/Common Verbs 201 - 300/audio/43_Common Verbs 201 - 300_audio.mp3
44,Recogeré a los niños después de la escuela.,I will pick up the kids after school.,./Sentences/Common Verbs 201 - 300/audio/44_Common Verbs 201 - 300_audio.mp3
45,Me gusta beber agua fría en verano.,I like to drink cold water in the summer.,./Sentences/Common Verbs 201 - 300/audio/45_Common Verbs 201 - 300_audio.mp3
46,Necesito traducir este documento al inglés.,I need to translate this document into English.,./Sentences/Common Verbs 201 - 300/audio/46_Common Verbs 201 - 300_audio.mp3
47,Mi abuela me enseñó a cocinar.,My grandmother taught me how to cook.,./Sentences/Common Verbs 201 - 300/audio/47_Common Verbs 201 - 300_audio.mp3
48,Debes repetir la lección para entenderla mejor.,You should repeat the lesson to understand it better.,./Sentences/Common Verbs 201 - 300/audio/48_Common Verbs 201 - 300_audio.mp3
49,Siempre pienso en ti cuando escucho esta canción.,I always think of you when I hear this song.,./Sentences/Common Verbs 201 - 300/audio/49_Common Verbs 201 - 300_audio.mp3
50,Me sorprendió verlo en el concierto.,I was surprised to see him at the concert.,./Sentences/Common Verbs 201 - 300/audio/50_Common Verbs 201 - 300_audio.mp3
51,"Por favor, detente un momento y escúchame.",Please stop for a moment and listen to me.,./Sentences/Common Verbs 201 - 300/audio/51_Common Verbs 201 - 300_audio.mp3
52,Es importante masticar bien la comida antes de tragar.,It's important to chew food well before swallowing.,./Sentences/Common Verbs 201 - 300/audio/52_Common Verbs 201 - 300_audio.mp3
53,Voy a fregar los platos después de la cena.,I will wash the dishes after dinner.,./Sentences/Common Verbs 201 - 300/audio/53_Common Verbs 201 - 300_audio.mp3
54,El perro no deja de ladrar cuando hay visitas.,The dog doesn't stop barking when there are visitors.,./Sentences/Common Verbs 201 - 300/audio/54_Common Verbs 201 - 300_audio.mp3
55,Ten cuidado de no caer al caminar sobre el hielo.,Be careful not to fall when walking on the ice.,./Sentences/Common Verbs 201 - 300/audio/55_Common Verbs 201 - 300_audio.mp3
56,"Aunque envejezca, siempre seré joven de corazón.","Even as I grow old, I will always be young at heart.",./Sentences/Common Verbs 201 - 300/audio/56_Common Verbs 201 - 300_audio.mp3
57,Me ayudó mucho con mi proyecto de ciencias.,He helped me a lot with my science project.,./Sentences/Common Verbs 201 - 300/audio/57_Common Verbs 201 - 300_audio.mp3
58,"Por favor, alza la mano si tienes una pregunta.",Please raise your hand if you have a question.,./Sentences/Common Verbs 201 - 300/audio/58_Common Verbs 201 - 300_audio.mp3
59,Voy a entrar a la tienda a comprar algunas cosas.,I'm going to enter the store to buy some things.,./Sentences/Common Verbs 201 - 300/audio/59_Common Verbs 201 - 300_audio.mp3
60,Voy a ordenar mi habitación antes de salir.,I am going to tidy up my room before leaving.,./Sentences/Common Verbs 201 - 300/audio/60_Common Verbs 201 - 300_audio.mp3
61,"Al saludar a sus invitados, ella les dio un abrazo.","When greeting her guests, she gave them a hug.",./Sentences/Common Verbs 201 - 300/audio/61_Common Verbs 201 - 300_audio.mp3
62,Él decidió correr cinco kilómetros todas las mañanas.,He decided to run five kilometers every morning.,./Sentences/Common Verbs 201 - 300/audio/62_Common Verbs 201 - 300_audio.mp3
63,"Después de tanto trabajo, me siento agotado.","After so much work, I feel exhausted.",./Sentences/Common Verbs 201 - 300/audio/63_Common Verbs 201 - 300_audio.mp3
64,Ella sabe combinar colores de manera creativa en sus pinturas.,She knows how to combine colors creatively in her paintings.,./Sentences/Common Verbs 201 - 300/audio/64_Common Verbs 201 - 300_audio.mp3
65,Acabo de terminar de leer ese libro.,I have just finished reading that book.,./Sentences/Common Verbs 201 - 300/audio/65_Common Verbs 201 - 300_audio.mp3
66,"Por favor, no olvides colgar tu abrigo en el perchero.",Please don't forget to hang your coat on the rack.,./Sentences/Common Verbs 201 - 300/audio/66_Common Verbs 201 - 300_audio.mp3
67,Los niños se divirtieron mucho en la fiesta de cumpleaños.,The children had a lot of fun at the birthday party.,./Sentences/Common Verbs 201 - 300/audio/67_Common Verbs 201 - 300_audio.mp3
68,Ella se atrevió a saltar en paracaídas.,She dared to go skydiving.,./Sentences/Common Verbs 201 - 300/audio/68_Common Verbs 201 - 300_audio.mp3
69,Él siempre responde a mis mensajes de texto de inmediato.,He always responds to my text messages immediately.,./Sentences/Common Verbs 201 - 300/audio/69_Common Verbs 201 - 300_audio.mp3
70,No intentes contradecir a tu jefe en frente de todos.,Don't try to contradict your boss in front of everyone.,./Sentences/Common Verbs 201 - 300/audio/70_Common Verbs 201 - 300_audio.mp3
71,Sospecho que mi vecino está espiando mi jardín.,I suspect that my neighbor is spying on my garden.,./Sentences/Common Verbs 201 - 300/audio/71_Common Verbs 201 - 300_audio.mp3
72,Recuerdo haber visitado ese lugar cuando era niño.,I remember visiting that place when I was a child.,./Sentences/Common Verbs 201 - 300/audio/72_Common Verbs 201 - 300_audio.mp3
73,¿Qué sucede si no puedo asistir a la reunión?,What happens if I can't attend the meeting?,./Sentences/Common Verbs 201 - 300/audio/73_Common Verbs 201 - 300_audio.mp3
74,Ella logró crear una obra de arte impresionante.,She managed to create an impressive work of art.,./Sentences/Common Verbs 201 - 300/audio/74_Common Verbs 201 - 300_audio.mp3
75,El misterio de la desaparición del avión aún no ha sido resuelto.,The mystery of the airplane's disappearance has not been solved yet.,./Sentences/Common Verbs 201 - 300/audio/75_Common Verbs 201 - 300_audio.mp3
76,Llegaré a la estación de tren a las 3 de la tarde.,I will arrive at the train station at 3 p.m.,./Sentences/Common Verbs 201 - 300/audio/76_Common Verbs 201 - 300_audio.mp3
77,Espero que te mejores pronto.,I hope you get better soon.,./Sentences/Common Verbs 201 - 300/audio/77_Common Verbs 201 - 300_audio.mp3
78,Me disculpo por llegar tarde a la reunión.,I apologize for being late to the meeting.,./Sentences/Common Verbs 201 - 300/audio/78_Common Verbs 201 - 300_audio.mp3
79,Ellos decidieron vivir en el extranjero por un año.,They decided to live abroad for a year.,./Sentences/Common Verbs 201 - 300/audio/79_Common Verbs 201 - 300_audio.mp3
80,Me gusta trotar por el parque todas las mañanas.,I like to jog in the park every morning.,./Sentences/Common Verbs 201 - 300/audio/80_Common Verbs 201 - 300_audio.mp3
81,Ella decidió irse de la fiesta temprano.,She decided to leave the party early.,./Sentences/Common Verbs 201 - 300/audio/81_Common Verbs 201 - 300_audio.mp3
82,No está bien copiar el trabajo de los demás.,It's not right to copy other people's work.,./Sentences/Common Verbs 201 - 300/audio/82_Common Verbs 201 - 300_audio.mp3
83,Se enamoró de su mejor amigo de la infancia.,She fell in love with her childhood best friend.,./Sentences/Common Verbs 201 - 300/audio/83_Common Verbs 201 - 300_audio.mp3
84,El jefe mandó a los empleados a una capacitación.,The boss sent the employees to a training session.,./Sentences/Common Verbs 201 - 300/audio/84_Common Verbs 201 - 300_audio.mp3
85,"El ladrón intentó robar el banco, pero fue atrapado.","The thief tried to rob the bank, but he was caught.",./Sentences/Common Verbs 201 - 300/audio/85_Common Verbs 201 - 300_audio.mp3
86,Decidí rebajar el precio de venta de mi coche.,I decided to lower the selling price of my car.,./Sentences/Common Verbs 201 - 300/audio/86_Common Verbs 201 - 300_audio.mp3
87,Los niños empiezan a crecer muy rápido.,Children start to grow very fast.,./Sentences/Common Verbs 201 - 300/audio/87_Common Verbs 201 - 300_audio.mp3
88,"No puedo ir a la fiesta, no tengo poder sobre mi agenda.","I can't go to the party, I have no power over my schedule.",./Sentences/Common Verbs 201 - 300/audio/88_Common Verbs 201 - 300_audio.mp3
89,"Por favor, devuélveme el libro que te presté.","Please, return the book I lent you.",./Sentences/Common Verbs 201 - 300/audio/89_Common Verbs 201 - 300_audio.mp3
90,Tuve que echar a mi gato de la habitación.,I had to throw my cat out of the room.,./Sentences/Common Verbs 201 - 300/audio/90_Common Verbs 201 - 300_audio.mp3
91,Subrayó las partes más importantes del documento.,He underlined the most important parts of the document.,./Sentences/Common Verbs 201 - 300/audio/91_Common Verbs 201 - 300_audio.mp3
92,"Por favor, marca la fecha en tu calendario.",Please mark the date on your calendar.,./Sentences/Common Verbs 201 - 300/audio/92_Common Verbs 201 - 300_audio.mp3
93,Se quitó los zapatos al entrar a la casa.,He took off his shoes when entering the house.,./Sentences/Common Verbs 201 - 300/audio/93_Common Verbs 201 - 300_audio.mp3
94,Las estrellas brillan en el cielo nocturno.,The stars shine in the night sky.,./Sentences/Common Verbs 201 - 300/audio/94_Common Verbs 201 - 300_audio.mp3
95,Nuestro éxito depende de nuestro esfuerzo y dedicación.,Our success depends on our effort and dedication.,./Sentences/Common Verbs 201 - 300/audio/95_Common Verbs 201 - 300_audio.mp3
96,Ella ama a su perro con todo su corazón.,She loves her dog with all her heart.,./Sentences/Common Verbs 201 - 300/audio/96_Common Verbs 201 - 300_audio.mp3
97,Voy a seguir estudiando para mejorar mi nivel de español.,I'm going to keep studying to improve my Spanish level.,./Sentences/Common Verbs 201 - 300/audio/97_Common Verbs 201 - 300_audio.mp3
98,No debes dejar tus sueños por miedo al fracaso.,You shouldn't abandon your dreams out of fear of failure.,./Sentences/Common Verbs 201 - 300/audio/98_Common Verbs 201 - 300_audio.mp3
99,Lo acusaron de robar dinero de la empresa.,He was accused of stealing money from the company.,./Sentences/Common Verbs 201 - 300/audio/99_Common Verbs 201 - 300_audio.mp3
