,Spanish,English,Audio
44,"Había fallecido hacía varios años, pero su legado perdura.","He had passed away several years ago, but his legacy endures.",./Sentences/Week 9/audio/44_Week 9_audio.mp3
45,Comprobar la autenticidad de un documento es crucial en el proceso legal.,Verifying the authenticity of a document is crucial in the legal process.,./Sentences/Week 9/audio/45_Week 9_audio.mp3
46,Los talones de pago se emiten al final de cada mes.,Pay stubs are issued at the end of each month.,./Sentences/Week 9/audio/46_Week 9_audio.mp3
47,La adopción de un niño es un proceso lleno de amor y responsabilidad.,The adoption of a child is a process full of love and responsibility.,./Sentences/Week 9/audio/47_Week 9_audio.mp3
48,Las personas que cumplen los requisitos recibirán una notificación por correo electrónico.,People who meet the requirements will receive a notification via email.,./Sentences/Week 9/audio/48_Week 9_audio.mp3
49,"¿Los entrevistados mienten en las entrevistas? : No, siempre responden con honestidad.","Do interviewees lie in interviews? No, they always answer with honesty.",./Sentences/Week 9/audio/49_Week 9_audio.mp3
50,"Me temo que sí, levantar las sospechas sobre su participación en el robo.","I'm afraid so, raising suspicions about his involvement in the robbery.",./Sentences/Week 9/audio/50_Week 9_audio.mp3
51,"Pedir ayuda es un signo de fortaleza, no de debilidad.","Asking for help is a sign of strength, not weakness.",./Sentences/Week 9/audio/51_Week 9_audio.mp3
52,Se encarga de la gestión de recursos humanos en la empresa.,He is in charge of human resources management in the company.,./Sentences/Week 9/audio/52_Week 9_audio.mp3
53,Aportar nuevas ideas es fundamental para el crecimiento de la empresa.,Contributing new ideas is essential for the company's growth.,./Sentences/Week 9/audio/53_Week 9_audio.mp3
54,Ir a la cárcel es una consecuencia grave de cometer un delito.,Going to jail is a serious consequence of committing a crime.,./Sentences/Week 9/audio/54_Week 9_audio.mp3
55,Gracias por haber estado aquí.,Thank you for being here.,./Sentences/Week 9/audio/55_Week 9_audio.mp3
56,Ha sido un placer.,It has been a pleasure.,./Sentences/Week 9/audio/56_Week 9_audio.mp3
57,Igualmente.,Likewise.,./Sentences/Week 9/audio/57_Week 9_audio.mp3
58,Brindamos servicios.,We provide services.,./Sentences/Week 9/audio/58_Week 9_audio.mp3
59,Están de visita.,They are visiting.,./Sentences/Week 9/audio/59_Week 9_audio.mp3
60,Enfrentaré el desafío con determinación.,I will face the challenge with determination.,./Sentences/Week 9/audio/60_Week 9_audio.mp3
61,Asegurar el bienestar de nuestros empleados es nuestra prioridad.,Ensuring the well-being of our employees is our priority.,./Sentences/Week 9/audio/61_Week 9_audio.mp3
62,Los compatriotas se reunieron para celebrar el Día de la Independencia.,The compatriots gathered to celebrate Independence Day.,./Sentences/Week 9/audio/62_Week 9_audio.mp3
63,La siguiente reunión será el martes a las 10 de la mañana.,The next meeting will be on Tuesday at 10 in the morning.,./Sentences/Week 9/audio/63_Week 9_audio.mp3
64,"Tiene doble nacionalidad, es ciudadano de dos países.","He has dual nationality, he is a citizen of two countries.",./Sentences/Week 9/audio/64_Week 9_audio.mp3
65,El consentimiento de los padres es necesario para el viaje escolar.,Parental consent is required for the school trip.,./Sentences/Week 9/audio/65_Week 9_audio.mp3
66,¿Puede traerse a su hijo a Estados Unidos durante las vacaciones?,Can you bring your son to the United States during the holidays?,./Sentences/Week 9/audio/66_Week 9_audio.mp3
67,No dio su brazo a torcer y defendió su postura hasta el final.,He didn't give in and defended his position to the end.,./Sentences/Week 9/audio/67_Week 9_audio.mp3
68,Obtuvo la victoria después de un arduo trabajo.,He achieved victory after hard work.,./Sentences/Week 9/audio/68_Week 9_audio.mp3
69,Contrató a un abogado local para que lo representara en el juicio.,He hired a local lawyer to represent him in the trial.,./Sentences/Week 9/audio/69_Week 9_audio.mp3
70,Estaba desesperada por encontrar una solución al problema.,She was desperate to find a solution to the problem.,./Sentences/Week 9/audio/70_Week 9_audio.mp3
71,Se contactaron con el departamento de recursos humanos para obtener información.,They contacted the human resources department to get information.,./Sentences/Week 9/audio/71_Week 9_audio.mp3
72,La custodia del niño fue otorgada a la madre.,Custody of the child was awarded to the mother.,./Sentences/Week 9/audio/72_Week 9_audio.mp3
73,Desconocer las costumbres del país puede llevar a malentendidos.,Not knowing the customs of the country can lead to misunderstandings.,./Sentences/Week 9/audio/73_Week 9_audio.mp3
74,Cometer una falta de prudencia puede tener consecuencias graves.,Committing a lack of prudence can have serious consequences.,./Sentences/Week 9/audio/74_Week 9_audio.mp3
75,Me imagino que vas a llegar tarde a la reunión.,I imagine that you are going to be late for the meeting.,./Sentences/Week 9/audio/75_Week 9_audio.mp3
76,Solicitaré un préstamo para comprar una casa.,I will apply for a loan to buy a house.,./Sentences/Week 9/audio/76_Week 9_audio.mp3
77,Los problemas parecidos requieren soluciones diferentes.,Similar problems require different solutions.,./Sentences/Week 9/audio/77_Week 9_audio.mp3
78,El acusado fue condenado a diez años de prisión.,The defendant was sentenced to ten years in prison.,./Sentences/Week 9/audio/78_Week 9_audio.mp3
79,Las escopetas de alto calibre son utilizadas para cazar animales grandes.,High-caliber shotguns are used for hunting large animals.,./Sentences/Week 9/audio/79_Week 9_audio.mp3
80,La fiscalía general está investigando el caso de corrupción.,The attorney general's office is investigating the corruption case.,./Sentences/Week 9/audio/80_Week 9_audio.mp3
81,El informe constata que hubo un aumento en la tasa de desempleo.,The report confirms that there was an increase in the unemployment rate.,./Sentences/Week 9/audio/81_Week 9_audio.mp3
82,El juicio por fraude comenzará la próxima semana.,The trial for fraud will begin next week.,./Sentences/Week 9/audio/82_Week 9_audio.mp3
83,El juez dictaminó una sentencia ejemplar.,The judge issued an exemplary sentence.,./Sentences/Week 9/audio/83_Week 9_audio.mp3
84,Los declaró culpables de robo a mano armada.,He declared them guilty of armed robbery.,./Sentences/Week 9/audio/84_Week 9_audio.mp3
85,La extradición del fugitivo se llevará a cabo el próximo mes.,The extradition of the fugitive will take place next month.,./Sentences/Week 9/audio/85_Week 9_audio.mp3
86,Los encarcelados recibieron visitas de sus familiares.,The prisoners received visits from their relatives.,./Sentences/Week 9/audio/86_Week 9_audio.mp3
87,El país vecino ofreció ayuda humanitaria.,The neighboring country provided humanitarian aid.,./Sentences/Week 9/audio/87_Week 9_audio.mp3
88,La empresa se compromete a proveer un ambiente laboral seguro.,The company is committed to providing a safe work environment.,./Sentences/Week 9/audio/88_Week 9_audio.mp3
89,Los desafíos de la vida nos hacen más fuertes.,Life's challenges make us stronger.,./Sentences/Week 9/audio/89_Week 9_audio.mp3
90,Trabajó arduamente para alcanzar sus metas.,He worked hard to achieve his goals.,./Sentences/Week 9/audio/90_Week 9_audio.mp3
91,"Después de correr un maratón, estaba agotado.","After running a marathon, he was exhausted.",./Sentences/Week 9/audio/91_Week 9_audio.mp3
92,Estar abrumado por las responsabilidades puede afectar la salud mental.,Being overwhelmed by responsibilities can affect mental health.,./Sentences/Week 9/audio/92_Week 9_audio.mp3
93,El apoyo de la comunidad fue abrumador.,The support from the community was overwhelming.,./Sentences/Week 9/audio/93_Week 9_audio.mp3
94,Decidió prestar su coche a su amigo.,He decided to lend his car to his friend.,./Sentences/Week 9/audio/94_Week 9_audio.mp3
95,El gobierno otorgará fondos adicionales para la educación.,The government will grant additional funds for education.,./Sentences/Week 9/audio/95_Week 9_audio.mp3
96,Es importante respetar las opiniones de los demás.,It's important to respect the opinions of others.,./Sentences/Week 9/audio/96_Week 9_audio.mp3
97,Tengo que tratar con clientes difíciles todos los días.,I have to deal with difficult clients every day.,./Sentences/Week 9/audio/97_Week 9_audio.mp3
98,El equipo de ingenieros logró solucionar el problema técnico.,The engineering team managed to solve the technical issue.,./Sentences/Week 9/audio/98_Week 9_audio.mp3
99,Un ser humano es capaz de adaptarse a diferentes entornos.,A human being is capable of adapting to different environments.,./Sentences/Week 9/audio/99_Week 9_audio.mp3
100,Los programas de acogida ofrecen apoyo a los refugiados recién llegados.,Reception programs offer support to newly arrived refugees.,./Sentences/Week 9/audio/100_Week 9_audio.mp3
101,La repatriación de los ciudadanos varados se está coordinando con las embajadas.,The repatriation of stranded citizens is being coordinated with the embassies.,./Sentences/Week 9/audio/101_Week 9_audio.mp3
102,Las costumbres locales pueden variar significativamente de un país a otro.,Local customs can vary significantly from one country to another.,./Sentences/Week 9/audio/102_Week 9_audio.mp3
103,Un comienzo sólido es clave para el éxito a largo plazo.,A solid start is key to long-term success.,./Sentences/Week 9/audio/103_Week 9_audio.mp3
104,La realidad es que la situación económica es cada vez más difícil.,The reality is that the economic situation is becoming increasingly challenging.,./Sentences/Week 9/audio/104_Week 9_audio.mp3
105,Los conflictos duran mucho tiempo en esa región.,Conflicts last a long time in that region.,./Sentences/Week 9/audio/105_Week 9_audio.mp3
106,Los campos de refugiados están abarrotados debido al flujo constante de personas desplazadas.,Refugee camps are overcrowded due to the constant flow of displaced people.,./Sentences/Week 9/audio/106_Week 9_audio.mp3
107,Los asentamientos permanentes brindan estabilidad a las comunidades desplazadas.,Permanent settlements provide stability to displaced communities.,./Sentences/Week 9/audio/107_Week 9_audio.mp3
108,Ellos no tienen a donde ir después de perder sus hogares.,They have nowhere to go after losing their homes.,./Sentences/Week 9/audio/108_Week 9_audio.mp3
109,Ellos no pueden escapar de las bombas que caen sobre la ciudad.,They cannot escape from the bombs falling on the city.,./Sentences/Week 9/audio/109_Week 9_audio.mp3
110,La falta de agua potable es un problema grave en esa región.,The lack of drinking water is a serious problem in that region.,./Sentences/Week 9/audio/110_Week 9_audio.mp3
111,El aumento de la temperatura global está teniendo impactos significativos en el clima.,The increase in global temperature is having significant impacts on the climate.,./Sentences/Week 9/audio/111_Week 9_audio.mp3
112,Los brotes de cólera son una amenaza para la salud pública en situaciones de crisis humanitaria.,Cholera outbreaks are a threat to public health in humanitarian crisis situations.,./Sentences/Week 9/audio/112_Week 9_audio.mp3
113,La sequía prolongada ha afectado la producción de alimentos en la región.,Prolonged drought has affected food production in the region.,./Sentences/Week 9/audio/113_Week 9_audio.mp3
114,El hambre es una realidad para millones de personas en todo el mundo.,Hunger is a reality for millions of people around the world.,./Sentences/Week 9/audio/114_Week 9_audio.mp3
115,El clima político en el país parece empeorar cada día.,The political climate in the country seems to worsen every day.,./Sentences/Week 9/audio/115_Week 9_audio.mp3
116,Los sabores se mezclan perfectamente en este plato.,The flavors blend perfectly in this dish.,./Sentences/Week 9/audio/116_Week 9_audio.mp3
117,El grupo planea para apoderarse de la empresa competidora.,The group plans to take over the competing company.,./Sentences/Week 9/audio/117_Week 9_audio.mp3
118,Los suministros médicos son escasos en la zona afectada.,Medical supplies are scarce in the affected area.,./Sentences/Week 9/audio/118_Week 9_audio.mp3
119,Nuestra labor es garantizar la seguridad de todos los empleados.,Our job is to ensure the safety of all employees.,./Sentences/Week 9/audio/119_Week 9_audio.mp3
120,Es necesario procesar los datos antes de analizarlos.,It is necessary to process the data before analyzing it.,./Sentences/Week 9/audio/120_Week 9_audio.mp3
121,No puedo negar que me equivoqué en esa decisión.,I cannot deny that I made a mistake in that decision.,./Sentences/Week 9/audio/121_Week 9_audio.mp3
122,El Medio Oriente es conocido por sus conflictos internos.,The Middle East is known for its internal conflicts.,./Sentences/Week 9/audio/122_Week 9_audio.mp3
123,La lucha por la igualdad de género continúa en todo el mundo.,The struggle for gender equality continues worldwide.,./Sentences/Week 9/audio/123_Week 9_audio.mp3
124,El proyecto fue exitoso gracias al arduo trabajo del equipo.,The project was successful thanks to the hard work of the team.,./Sentences/Week 9/audio/124_Week 9_audio.mp3
125,Mi padre finalmente se ha jubilado después de 40 años de trabajo.,My father has finally retired after 40 years of work.,./Sentences/Week 9/audio/125_Week 9_audio.mp3
126,Voy a cargar las maletas en el coche antes de salir.,I am going to load the suitcases into the car before leaving.,./Sentences/Week 9/audio/126_Week 9_audio.mp3
127,Los parientes llegaron temprano para la reunión familiar.,The relatives arrived early for the family gathering.,./Sentences/Week 9/audio/127_Week 9_audio.mp3
128,A los niños les ayuda a distraerse jugar al aire libre.,Playing outdoors helps children to distract themselves.,./Sentences/Week 9/audio/128_Week 9_audio.mp3
129,Vamos a ver una película en una pantalla grande esta noche.,We are going to watch a movie on a big screen tonight.,./Sentences/Week 9/audio/129_Week 9_audio.mp3
130,Los altavoces nuevos mejoraron la calidad del sonido.,The new speakers improved the sound quality.,./Sentences/Week 9/audio/130_Week 9_audio.mp3
131,Puedes estudiar y trabajar al mismo tiempo si te organizas bien.,You can study and work at the same time if you organize yourself well.,./Sentences/Week 9/audio/131_Week 9_audio.mp3
132,El refugio local se encarga de proporcionar comida a las personas sin hogar.,The local shelter is responsible for providing food to the homeless people.,./Sentences/Week 9/audio/132_Week 9_audio.mp3
133,La generosidad de la comunidad fue evidente durante la crisis.,The generosity of the community was evident during the crisis.,./Sentences/Week 9/audio/133_Week 9_audio.mp3
134,"En su nuevo hogar, encontraron la paz que tanto anhelaban.","In their new home, they found the peace they longed for.",./Sentences/Week 9/audio/134_Week 9_audio.mp3
135,Un santuario de ballenas es un lugar crucial para la conservación de estas majestuosas criaturas marinas.,A whale sanctuary is a crucial place for the conservation of these majestic marine creatures.,./Sentences/Week 9/audio/135_Week 9_audio.mp3
136,"Asimismo, es importante recordar la importancia de la conservación del medio ambiente.","Likewise, it is important to remember the importance of environmental conservation.",./Sentences/Week 9/audio/136_Week 9_audio.mp3
137,Las especies en peligro de extinción necesitan protección urgente para sobrevivir.,Endangered species need urgent protection to survive.,./Sentences/Week 9/audio/137_Week 9_audio.mp3
138,Las portadas de los periódicos reflejaban la magnitud del desastre natural.,The front pages of the newspapers reflected the magnitude of the natural disaster.,./Sentences/Week 9/audio/138_Week 9_audio.mp3
139,"El volcán hizo erupción repentinamente, causando caos en la región.","The volcano erupted suddenly, causing chaos in the region.",./Sentences/Week 9/audio/139_Week 9_audio.mp3
140,Compartirlo con el mundo entero es una forma de difundir conciencia sobre el tema.,Sharing it with the whole world is a way to spread awareness about the issue.,./Sentences/Week 9/audio/140_Week 9_audio.mp3
141,Se convirtieron en una tendencia las protestas pacíficas en todo el país.,Peaceful protests became a trend throughout the country.,./Sentences/Week 9/audio/141_Week 9_audio.mp3
142,"No obstante, debemos seguir luchando por un futuro sostenible.","However, we must continue to fight for a sustainable future.",./Sentences/Week 9/audio/142_Week 9_audio.mp3
143,El aumento de la deforestación dio paso a una situación de emergencia ambiental.,The increase in deforestation led to an environmental emergency situation.,./Sentences/Week 9/audio/143_Week 9_audio.mp3
144,La búsqueda de la verdad es fundamental para la justicia.,The search for truth is fundamental for justice.,./Sentences/Week 9/audio/144_Week 9_audio.mp3
145,Perdieron contacto con ellos después de la tormenta.,They lost contact with them after the storm.,./Sentences/Week 9/audio/145_Week 9_audio.mp3
146,"Tras la publicación de las fotos, la popularidad del artista se disparó.","After the publication of the photos, the artist's popularity skyrocketed.",./Sentences/Week 9/audio/146_Week 9_audio.mp3
147,"Mientras tanto, seguiremos trabajando en la solución del problema.","Meanwhile, we will continue working on solving the problem.",./Sentences/Week 9/audio/147_Week 9_audio.mp3
148,Está enviando avisos a los residentes para que tomen precauciones ante la tormenta.,It is sending notices to the residents to take precautions against the storm.,./Sentences/Week 9/audio/148_Week 9_audio.mp3
149,Llevar a cabo el plan de conservación es crucial para proteger la biodiversidad.,Carrying out the conservation plan is crucial to protect biodiversity.,./Sentences/Week 9/audio/149_Week 9_audio.mp3
150,El cese al fuego es un primer paso hacia la paz en la región.,The ceasefire is a first step towards peace in the region.,./Sentences/Week 9/audio/150_Week 9_audio.mp3
151,Pierde la oportunidad de aprender algo nuevo si no intentas.,You lose the opportunity to learn something new if you don't try.,./Sentences/Week 9/audio/151_Week 9_audio.mp3
152,Estar orgulloso de tus logros es importante para la autoestima.,Being proud of your accomplishments is important for self-esteem.,./Sentences/Week 9/audio/152_Week 9_audio.mp3
153,Enorgulleserse de sus raíces es parte de su identidad.,Being proud of their roots is part of their identity.,./Sentences/Week 9/audio/153_Week 9_audio.mp3
154,"Tener orgullo es importante, pero a veces es necesario ceder.","Having pride is important, but sometimes it's necessary to give in.",./Sentences/Week 9/audio/154_Week 9_audio.mp3
155,"A pesar de los obstáculos, logró alcanzar sus metas.","Despite the obstacles, he managed to achieve his goals.",./Sentences/Week 9/audio/155_Week 9_audio.mp3
156,"En el fondo, todos queremos ser amados y aceptados.","Deep down, we all want to be loved and accepted.",./Sentences/Week 9/audio/156_Week 9_audio.mp3
157,Dar paso a nuevas ideas es fundamental para el progreso.,Making way for new ideas is essential for progress.,./Sentences/Week 9/audio/157_Week 9_audio.mp3
