,Spanish,English,Audio
13,Ella se arregla muy bien para las ocasiones especiales.,She dresses up very nicely for special occasions.,./Sentences/Common Verbs 401 - 503/audio/13_Common Verbs 401 - 503_audio.mp3
14,El tesoro yace oculto en una isla desierta.,The treasure lies hidden on a deserted island.,./Sentences/Common Verbs 401 - 503/audio/14_Common Verbs 401 - 503_audio.mp3
15,A mi hijo le encanta jugar al fútbol en el parque.,My son loves to play soccer in the park.,./Sentences/Common Verbs 401 - 503/audio/15_Common Verbs 401 - 503_audio.mp3
16,"Este libro pertenece a la biblioteca pública, no lo puedo quedarme.","This book belongs to the public library, I can't keep it.",./Sentences/Common Verbs 401 - 503/audio/16_Common Verbs 401 - 503_audio.mp3
17,El nuevo teléfono inteligente me costó mucho dinero.,The new smartphone cost me a lot of money.,./Sentences/Common Verbs 401 - 503/audio/17_Common Verbs 401 - 503_audio.mp3
18,"Por favor, cubre la comida para que no se enfríe.",Please cover the food so it doesn't get cold.,./Sentences/Common Verbs 401 - 503/audio/18_Common Verbs 401 - 503_audio.mp3
19,Me mojé completamente bajo la lluvia torrencial.,I got completely wet in the pouring rain.,./Sentences/Common Verbs 401 - 503/audio/19_Common Verbs 401 - 503_audio.mp3
20,Merecer una oportunidad es importante para todos.,Deserving an opportunity is important for everyone.,./Sentences/Common Verbs 401 - 503/audio/20_Common Verbs 401 - 503_audio.mp3
21,Actuar en esa película fue un gran logro para ella.,Acting in that movie was a great achievement for her.,./Sentences/Common Verbs 401 - 503/audio/21_Common Verbs 401 - 503_audio.mp3
22,Dormirse durante la película es algo que me sucede a menudo.,Falling asleep during the movie is something that often happens to me.,./Sentences/Common Verbs 401 - 503/audio/22_Common Verbs 401 - 503_audio.mp3
23,Abordar el avión a tiempo es crucial para no perder el vuelo.,Boarding the plane on time is crucial to not miss the flight.,./Sentences/Common Verbs 401 - 503/audio/23_Common Verbs 401 - 503_audio.mp3
24,Poseer conocimientos en informática es fundamental en la actualidad.,Possessing computer skills is essential nowadays.,./Sentences/Common Verbs 401 - 503/audio/24_Common Verbs 401 - 503_audio.mp3
25,Envolver el regalo con papel de regalo bonito le dio un toque especial.,Wrapping the gift with nice wrapping paper gave it a special touch.,./Sentences/Common Verbs 401 - 503/audio/25_Common Verbs 401 - 503_audio.mp3
26,Atraer la atención del público es el objetivo de cualquier campaña publicitaria.,Attracting the public's attention is the goal of any advertising campaign.,./Sentences/Common Verbs 401 - 503/audio/26_Common Verbs 401 - 503_audio.mp3
27,Destruir documentos importantes es un delito grave.,Destroying important documents is a serious crime.,./Sentences/Common Verbs 401 - 503/audio/27_Common Verbs 401 - 503_audio.mp3
28,Parar el coche en el semáforo es obligatorio.,Stopping the car at the traffic light is mandatory.,./Sentences/Common Verbs 401 - 503/audio/28_Common Verbs 401 - 503_audio.mp3
29,Confirmar la reserva del hotel es necesario antes de viajar.,Confirming the hotel reservation is necessary before traveling.,./Sentences/Common Verbs 401 - 503/audio/29_Common Verbs 401 - 503_audio.mp3
30,Trabajar en equipo es esencial para el éxito del proyecto.,Working as a team is essential for the project's success.,./Sentences/Common Verbs 401 - 503/audio/30_Common Verbs 401 - 503_audio.mp3
31,Prometer algo y no cumplirlo es una falta de respeto.,Promising something and not fulfilling it is disrespectful.,./Sentences/Common Verbs 401 - 503/audio/31_Common Verbs 401 - 503_audio.mp3
32,Notar cambios en su actitud me hizo sospechar que algo no iba bien.,Noticing changes in his attitude made me suspect that something was wrong.,./Sentences/Common Verbs 401 - 503/audio/32_Common Verbs 401 - 503_audio.mp3
33,Escalar esa montaña fue un desafío emocionante.,Scaling that mountain was an exciting challenge.,./Sentences/Common Verbs 401 - 503/audio/33_Common Verbs 401 - 503_audio.mp3
34,Dormir bien por la noche es importante para la salud.,Sleeping well at night is important for health.,./Sentences/Common Verbs 401 - 503/audio/34_Common Verbs 401 - 503_audio.mp3
35,Vestirse adecuadamente para la entrevista es crucial.,Dressing appropriately for the interview is crucial.,./Sentences/Common Verbs 401 - 503/audio/35_Common Verbs 401 - 503_audio.mp3
36,Aclarar las dudas con el profesor es fundamental para comprender la lección.,Clarifying doubts with the teacher is essential to understand the lesson.,./Sentences/Common Verbs 401 - 503/audio/36_Common Verbs 401 - 503_audio.mp3
37,Velar por la seguridad de los niños es responsabilidad de los adultos.,Watching over the safety of children is the responsibility of adults.,./Sentences/Common Verbs 401 - 503/audio/37_Common Verbs 401 - 503_audio.mp3
38,Elegir el mejor camino para llegar a tu destino es importante.,Choosing the best path to reach your destination is important.,./Sentences/Common Verbs 401 - 503/audio/38_Common Verbs 401 - 503_audio.mp3
39,Atender a los clientes con amabilidad es parte del buen servicio.,Attending to customers with kindness is part of good service.,./Sentences/Common Verbs 401 - 503/audio/39_Common Verbs 401 - 503_audio.mp3
40,Grabé el concierto para poder verlo más tarde.,I recorded the concert to watch it later.,./Sentences/Common Verbs 401 - 503/audio/40_Common Verbs 401 - 503_audio.mp3
41,Ganó el premio al mejor actor del año.,He won the award for best actor of the year.,./Sentences/Common Verbs 401 - 503/audio/41_Common Verbs 401 - 503_audio.mp3
42,Le ruego que me disculpe por el error.,I beg you to forgive me for the mistake.,./Sentences/Common Verbs 401 - 503/audio/42_Common Verbs 401 - 503_audio.mp3
43,Te aconsejo que estudies para el examen.,I advise you to study for the exam.,./Sentences/Common Verbs 401 - 503/audio/43_Common Verbs 401 - 503_audio.mp3
44,Probé el nuevo restaurante italiano y me encantó.,I tried the new Italian restaurant and loved it.,./Sentences/Common Verbs 401 - 503/audio/44_Common Verbs 401 - 503_audio.mp3
45,Anunciarán la fecha del concierto próximamente.,They will announce the concert date soon.,./Sentences/Common Verbs 401 - 503/audio/45_Common Verbs 401 - 503_audio.mp3
46,El camino zigzagueaba entre los árboles.,The path zigzagged through the trees.,./Sentences/Common Verbs 401 - 503/audio/46_Common Verbs 401 - 503_audio.mp3
47,Corrige tus errores antes de entregar el trabajo.,Correct your mistakes before submitting the work.,./Sentences/Common Verbs 401 - 503/audio/47_Common Verbs 401 - 503_audio.mp3
48,Me paré en la puerta esperando su llegada.,I stood at the door waiting for his arrival.,./Sentences/Common Verbs 401 - 503/audio/48_Common Verbs 401 - 503_audio.mp3
49,Recibí una carta de mi amigo que vive en el extranjero.,I received a letter from my friend who lives abroad.,./Sentences/Common Verbs 401 - 503/audio/49_Common Verbs 401 - 503_audio.mp3
50,Se quemó la comida porque olvidó apagar el fuego.,The food burned because he forgot to turn off the stove.,./Sentences/Common Verbs 401 - 503/audio/50_Common Verbs 401 - 503_audio.mp3
51,Veo a mi hermana en el parque jugando con sus amigos.,I see my sister in the park playing with her friends.,./Sentences/Common Verbs 401 - 503/audio/51_Common Verbs 401 - 503_audio.mp3
52,Publicaron un nuevo libro de poesía el mes pasado.,They published a new book of poetry last month.,./Sentences/Common Verbs 401 - 503/audio/52_Common Verbs 401 - 503_audio.mp3
53,Pienso que es importante ser honesto en todo momento.,I think it's important to be honest at all times.,./Sentences/Common Verbs 401 - 503/audio/53_Common Verbs 401 - 503_audio.mp3
54,"No niegues la verdad, es mejor ser sincero.","Don't deny the truth, it's better to be honest.",./Sentences/Common Verbs 401 - 503/audio/54_Common Verbs 401 - 503_audio.mp3
55,"No me gusta mentir, prefiero ser honesto.","I don't like to lie, I prefer to be honest.",./Sentences/Common Verbs 401 - 503/audio/55_Common Verbs 401 - 503_audio.mp3
56,El ruido repentino nos espantó a todos.,The sudden noise scared all of us.,./Sentences/Common Verbs 401 - 503/audio/56_Common Verbs 401 - 503_audio.mp3
57,Fuma un cigarrillo después de cada comida.,He smokes a cigarette after every meal.,./Sentences/Common Verbs 401 - 503/audio/57_Common Verbs 401 - 503_audio.mp3
58,Olvidé comprar leche en el supermercado.,I forgot to buy milk at the supermarket.,./Sentences/Common Verbs 401 - 503/audio/58_Common Verbs 401 - 503_audio.mp3
59,Lograron vencer al equipo campeón en la final.,They managed to defeat the champion team in the final.,./Sentences/Common Verbs 401 - 503/audio/59_Common Verbs 401 - 503_audio.mp3
60,Se retiró temprano de la fiesta porque se sentía cansado.,He left the party early because he felt tired.,./Sentences/Common Verbs 401 - 503/audio/60_Common Verbs 401 - 503_audio.mp3
61,No te quejes si no estás dispuesto a hacer algo al respecto.,Don't complain if you're not willing to do something about it.,./Sentences/Common Verbs 401 - 503/audio/61_Common Verbs 401 - 503_audio.mp3
62,Ella dirige una empresa de tecnología muy exitosa.,She runs a very successful technology company.,./Sentences/Common Verbs 401 - 503/audio/62_Common Verbs 401 - 503_audio.mp3
63,El tren se demoró una hora debido a un problema técnico.,The train was delayed for an hour due to a technical issue.,./Sentences/Common Verbs 401 - 503/audio/63_Common Verbs 401 - 503_audio.mp3
64,Mi abuelo se jubiló después de trabajar 40 años en la misma empresa.,My grandfather retired after working for 40 years in the same company.,./Sentences/Common Verbs 401 - 503/audio/64_Common Verbs 401 - 503_audio.mp3
65,Vamos a medir la habitación para saber qué tamaño de alfombra necesitamos.,Let's measure the room to know what size of carpet we need.,./Sentences/Common Verbs 401 - 503/audio/65_Common Verbs 401 - 503_audio.mp3
66,El cirujano va a operar al paciente mañana por la mañana.,The surgeon is going to operate on the patient tomorrow morning.,./Sentences/Common Verbs 401 - 503/audio/66_Common Verbs 401 - 503_audio.mp3
67,Los hermanos pelearon por el control remoto de la televisión.,The siblings fought over the TV remote.,./Sentences/Common Verbs 401 - 503/audio/67_Common Verbs 401 - 503_audio.mp3
68,El juez condenó al acusado a diez años de prisión.,The judge sentenced the defendant to ten years in prison.,./Sentences/Common Verbs 401 - 503/audio/68_Common Verbs 401 - 503_audio.mp3
69,Vamos a juntar dinero para la obra de caridad.,Let's gather money for the charity work.,./Sentences/Common Verbs 401 - 503/audio/69_Common Verbs 401 - 503_audio.mp3
70,¿Puedo pagar con tarjeta de crédito o solo en efectivo?,Can I pay by credit card or only in cash?,./Sentences/Common Verbs 401 - 503/audio/70_Common Verbs 401 - 503_audio.mp3
71,Me bajé del autobús en la parada equivocada.,I got off the bus at the wrong stop.,./Sentences/Common Verbs 401 - 503/audio/71_Common Verbs 401 - 503_audio.mp3
72,No dudes en pedir ayuda si la necesitas.,Don't hesitate to ask for help if you need it.,./Sentences/Common Verbs 401 - 503/audio/72_Common Verbs 401 - 503_audio.mp3
73,Voy a tratar de arreglar la lámpara antes de llamar al electricista.,I will try to fix the lamp before calling the electrician.,./Sentences/Common Verbs 401 - 503/audio/73_Common Verbs 401 - 503_audio.mp3
74,Es importante ahorrar dinero para el futuro.,It's important to save money for the future.,./Sentences/Common Verbs 401 - 503/audio/74_Common Verbs 401 - 503_audio.mp3
75,Los niños murmuraban en clase y la maestra les pidió silencio.,The children were whispering in class and the teacher asked them to be quiet.,./Sentences/Common Verbs 401 - 503/audio/75_Common Verbs 401 - 503_audio.mp3
76,Me encanta bucear y explorar el fondo del mar.,I love to dive and explore the ocean floor.,./Sentences/Common Verbs 401 - 503/audio/76_Common Verbs 401 - 503_audio.mp3
77,El médico va a examinar tus oídos para ver si hay alguna infección.,The doctor is going to examine your ears to see if there is any infection.,./Sentences/Common Verbs 401 - 503/audio/77_Common Verbs 401 - 503_audio.mp3
78,Voy a hornear galletas para la fiesta de cumpleaños.,I'm going to bake cookies for the birthday party.,./Sentences/Common Verbs 401 - 503/audio/78_Common Verbs 401 - 503_audio.mp3
79,El prisionero logró escapar de la cárcel durante la noche.,The prisoner managed to escape from the jail during the night.,./Sentences/Common Verbs 401 - 503/audio/79_Common Verbs 401 - 503_audio.mp3
80,Voy a presentar mi proyecto de investigación la próxima semana.,I am going to present my research project next week.,./Sentences/Common Verbs 401 - 503/audio/80_Common Verbs 401 - 503_audio.mp3
81,Los atletas van a competir en los Juegos Olímpicos.,The athletes are going to compete in the Olympic Games.,./Sentences/Common Verbs 401 - 503/audio/81_Common Verbs 401 - 503_audio.mp3
82,Aprecio mucho tu ayuda en este momento difícil.,I really appreciate your help in this difficult time.,./Sentences/Common Verbs 401 - 503/audio/82_Common Verbs 401 - 503_audio.mp3
83,"Se está oscureciendo rápidamente, debemos irnos.","It's getting dark quickly, we should leave.",./Sentences/Common Verbs 401 - 503/audio/83_Common Verbs 401 - 503_audio.mp3
84,Ella se va a maquillar antes de la fiesta.,She is going to put on makeup before the party.,./Sentences/Common Verbs 401 - 503/audio/84_Common Verbs 401 - 503_audio.mp3
85,Prefiero el café con leche en la mañana.,I prefer coffee with milk in the morning.,./Sentences/Common Verbs 401 - 503/audio/85_Common Verbs 401 - 503_audio.mp3
86,Voy a probarme este vestido antes de comprarlo.,I am going to try on this dress before buying it.,./Sentences/Common Verbs 401 - 503/audio/86_Common Verbs 401 - 503_audio.mp3
87,Él parece muy cansado hoy.,He seems very tired today.,./Sentences/Common Verbs 401 - 503/audio/87_Common Verbs 401 - 503_audio.mp3
88,"Si no pagas tus deudas, te van a amenazar con acciones legales.","If you don't pay your debts, they will threaten you with legal action.",./Sentences/Common Verbs 401 - 503/audio/88_Common Verbs 401 - 503_audio.mp3
89,Vamos a brindar por el éxito de nuestro proyecto.,Let's toast to the success of our project.,./Sentences/Common Verbs 401 - 503/audio/89_Common Verbs 401 - 503_audio.mp3
90,El mal tiempo puede impedir que salgamos esta noche.,Bad weather may prevent us from going out tonight.,./Sentences/Common Verbs 401 - 503/audio/90_Common Verbs 401 - 503_audio.mp3
91,Vamos a compartir la comida que preparamos.,We are going to share the food we prepared.,./Sentences/Common Verbs 401 - 503/audio/91_Common Verbs 401 - 503_audio.mp3
92,Decidí confesar la verdad sobre lo que sucedió.,I decided to confess the truth about what happened.,./Sentences/Common Verbs 401 - 503/audio/92_Common Verbs 401 - 503_audio.mp3
93,"Después de un largo día, no puedo dejar de bostezar.","After a long day, I can't stop yawning.",./Sentences/Common Verbs 401 - 503/audio/93_Common Verbs 401 - 503_audio.mp3
94,Ella estornudó varias veces debido al polen.,She sneezed several times because of the pollen.,./Sentences/Common Verbs 401 - 503/audio/94_Common Verbs 401 - 503_audio.mp3
95,Vamos a almorzar juntos mañana en el restaurante nuevo.,We are going to have lunch together tomorrow at the new restaurant.,./Sentences/Common Verbs 401 - 503/audio/95_Common Verbs 401 - 503_audio.mp3
96,No se permite fumar en este edificio.,Smoking is not allowed in this building.,./Sentences/Common Verbs 401 - 503/audio/96_Common Verbs 401 - 503_audio.mp3
97,El jurado decidió absolver al acusado de todos los cargos.,The jury decided to acquit the defendant of all charges.,./Sentences/Common Verbs 401 - 503/audio/97_Common Verbs 401 - 503_audio.mp3
98,Opté por estudiar medicina en lugar de derecho.,I opted to study medicine instead of law.,./Sentences/Common Verbs 401 - 503/audio/98_Common Verbs 401 - 503_audio.mp3
99,Es importante prevenir enfermedades lavándose las manos regularmente.,It's important to prevent diseases by washing your hands regularly.,./Sentences/Common Verbs 401 - 503/audio/99_Common Verbs 401 - 503_audio.mp3
100,El perro comenzó a gemir cuando se lastimó la pata.,The dog started to whimper when it hurt its paw.,./Sentences/Common Verbs 401 - 503/audio/100_Common Verbs 401 - 503_audio.mp3
101,Voy a mostrar mi colección de sellos a mis amigos.,I am going to show my stamp collection to my friends.,./Sentences/Common Verbs 401 - 503/audio/101_Common Verbs 401 - 503_audio.mp3
102,Vamos a partir el pastel en porciones iguales.,We are going to cut the cake into equal slices.,./Sentences/Common Verbs 401 - 503/audio/102_Common Verbs 401 - 503_audio.mp3
