,Spanish,English,Audio
27,El bipartidismo a menudo domina la política en muchos sistemas democráticos.,Bipartisanship often dominates politics in many democratic systems.,./Sentences/Sociedad estadounidense/audio/27_Sociedad estadounidense_audio.mp3
28,El colegio electoral es un componente clave en las elecciones presidenciales de Estados Unidos.,The Electoral College is a key component in the United States presidential elections.,./Sentences/Sociedad estadounidense/audio/28_Sociedad estadounidense_audio.mp3
29,La calidad de vida de una persona puede verse afectada por factores como el empleo y la salud.,A person's quality of life can be affected by factors such as employment and health.,./Sentences/Sociedad estadounidense/audio/29_Sociedad estadounidense_audio.mp3
30,La caza es una actividad que debe realizarse respetando las leyes de conservación y sostenibilidad.,Hunting is an activity that should be carried out respecting conservation and sustainability laws.,./Sentences/Sociedad estadounidense/audio/30_Sociedad estadounidense_audio.mp3
31,La pena de muerte sigue siendo un tema de debate ético y legal en muchos países.,The death penalty remains a topic of ethical and legal debate in many countries.,./Sentences/Sociedad estadounidense/audio/31_Sociedad estadounidense_audio.mp3
32,Una enmienda a la constitución puede ser necesaria para reflejar los cambios en la sociedad.,An amendment to the constitution may be necessary to reflect changes in society.,./Sentences/Sociedad estadounidense/audio/32_Sociedad estadounidense_audio.mp3
33,Los fundadores de la patria son figuras históricas que desempeñaron un papel crucial en la creación de una nación.,The founding fathers are historical figures who played a crucial role in the creation of a nation.,./Sentences/Sociedad estadounidense/audio/33_Sociedad estadounidense_audio.mp3
34,La investidura del nuevo presidente se celebrará con una ceremonia oficial en la capital.,The inauguration of the new president will be celebrated with an official ceremony in the capital.,./Sentences/Sociedad estadounidense/audio/34_Sociedad estadounidense_audio.mp3
35,"El fútbol americano es uno de los deportes más populares en Estados Unidos, especialmente durante la temporada de la NFL.","American football is one of the most popular sports in the United States, especially during the NFL season.",./Sentences/Sociedad estadounidense/audio/35_Sociedad estadounidense_audio.mp3
36,"El fútbol es conocido como el deporte más popular del mundo, con millones de aficionados.","Soccer is known as the world's most popular sport, with millions of fans.",./Sentences/Sociedad estadounidense/audio/36_Sociedad estadounidense_audio.mp3
37,La Pascua es una festividad que se celebra con tradiciones religiosas y familiares en muchas partes del mundo.,Easter is a holiday celebrated with religious and family traditions in many parts of the world.,./Sentences/Sociedad estadounidense/audio/37_Sociedad estadounidense_audio.mp3
38,La puntualidad es una cualidad muy valorada en el ámbito profesional y personal.,Punctuality is a highly valued quality in both professional and personal settings.,./Sentences/Sociedad estadounidense/audio/38_Sociedad estadounidense_audio.mp3
39,El individualismo en la sociedad moderna puede contribuir al desarrollo de la creatividad y la innovación.,"Individualism in modern society can contribute to the development of creativity and innovation.""",./Sentences/Sociedad estadounidense/audio/39_Sociedad estadounidense_audio.mp3
40,La venta de garaje de este fin de semana fue un éxito total.,This weekend's garage sale was a total success.,./Sentences/Sociedad estadounidense/audio/40_Sociedad estadounidense_audio.mp3
41,Siempre dejo una buena propina cuando el servicio es excepcional.,I always leave a good tip when the service is exceptional.,./Sentences/Sociedad estadounidense/audio/41_Sociedad estadounidense_audio.mp3
42,Una pulgada puede marcar la diferencia en una competencia de salto de longitud.,An inch can make the difference in a long jump competition.,./Sentences/Sociedad estadounidense/audio/42_Sociedad estadounidense_audio.mp3
43,Respeto tu espacio personal y no me acercaré más de lo necesario.,I respect your personal space and won't get closer than necessary.,./Sentences/Sociedad estadounidense/audio/43_Sociedad estadounidense_audio.mp3
44,"Cuando viajas, es importante ajustar tu reloj a la zona horaria local.","When traveling, it's important to adjust your watch to the local time zone.",./Sentences/Sociedad estadounidense/audio/44_Sociedad estadounidense_audio.mp3
