,Spanish,English,Audio
14,El azúcar se disuelve fácilmente en el agua caliente.,Sugar dissolves easily in hot water.,./Sentences/Common Verbs 301 - 400/audio/14_Common Verbs 301 - 400_audio.mp3
15,Me enojo cuando la gente no cumple sus promesas.,I get angry when people don't keep their promises.,./Sentences/Common Verbs 301 - 400/audio/15_Common Verbs 301 - 400_audio.mp3
16,"A veces, en el otoño, suele lloviznar.","Sometimes, in the fall, it tends to drizzle.",./Sentences/Common Verbs 301 - 400/audio/16_Common Verbs 301 - 400_audio.mp3
17,"Después de muchos años juntos, decidieron divorciarse.","After many years together, they decided to get divorced.",./Sentences/Common Verbs 301 - 400/audio/17_Common Verbs 301 - 400_audio.mp3
18,Gozo de la compañía de mis amigos en las reuniones.,I enjoy the company of my friends at gatherings.,./Sentences/Common Verbs 301 - 400/audio/18_Common Verbs 301 - 400_audio.mp3
19,La naturaleza suele inspirar a los artistas.,Nature often inspires artists.,./Sentences/Common Verbs 301 - 400/audio/19_Common Verbs 301 - 400_audio.mp3
20,Lograr el éxito requiere esfuerzo y dedicación.,Achieving success requires effort and dedication.,./Sentences/Common Verbs 301 - 400/audio/20_Common Verbs 301 - 400_audio.mp3
21,Diseñar una casa sostenible es un desafío emocionante.,Designing a sustainable house is an exciting challenge.,./Sentences/Common Verbs 301 - 400/audio/21_Common Verbs 301 - 400_audio.mp3
22,Captar la atención del público es fundamental para una buena presentación.,Capturing the audience's attention is crucial for a good presentation.,./Sentences/Common Verbs 301 - 400/audio/22_Common Verbs 301 - 400_audio.mp3
23,Emborracharse no es una solución a los problemas.,Getting drunk is not a solution to problems.,./Sentences/Common Verbs 301 - 400/audio/23_Common Verbs 301 - 400_audio.mp3
24,Freír papas en casa siempre deja un delicioso aroma.,Frying potatoes at home always leaves a delicious aroma.,./Sentences/Common Verbs 301 - 400/audio/24_Common Verbs 301 - 400_audio.mp3
25,Añadir sal y pimienta al gusto para sazonar la comida.,Add salt and pepper to taste to season the food.,./Sentences/Common Verbs 301 - 400/audio/25_Common Verbs 301 - 400_audio.mp3
26,Anular el contrato requerirá la aprobación de ambas partes.,Nullifying the contract will require approval from both parties.,./Sentences/Common Verbs 301 - 400/audio/26_Common Verbs 301 - 400_audio.mp3
27,Prohibir el acceso a ciertas áreas protege la seguridad de todos.,Prohibiting access to certain areas protects everyone's safety.,./Sentences/Common Verbs 301 - 400/audio/27_Common Verbs 301 - 400_audio.mp3
28,Asistir a la conferencia me brindó nuevas perspectivas sobre el tema.,Attending the conference gave me new perspectives on the topic.,./Sentences/Common Verbs 301 - 400/audio/28_Common Verbs 301 - 400_audio.mp3
29,Lavarse las manos es esencial para prevenir enfermedades.,Washing hands is essential to prevent illnesses.,./Sentences/Common Verbs 301 - 400/audio/29_Common Verbs 301 - 400_audio.mp3
30,Interrumpir constantemente a los demás es una falta de respeto.,Constantly interrupting others is disrespectful.,./Sentences/Common Verbs 301 - 400/audio/30_Common Verbs 301 - 400_audio.mp3
31,Esconderse debajo de la cama no resolverá el problema.,Hiding under the bed will not solve the problem.,./Sentences/Common Verbs 301 - 400/audio/31_Common Verbs 301 - 400_audio.mp3
32,Llevar una vida saludable implica hacer ejercicio regularmente.,Leading a healthy life involves exercising regularly.,./Sentences/Common Verbs 301 - 400/audio/32_Common Verbs 301 - 400_audio.mp3
33,Aparecer en la reunión a tiempo muestra compromiso y responsabilidad.,Showing up to the meeting on time shows commitment and responsibility.,./Sentences/Common Verbs 301 - 400/audio/33_Common Verbs 301 - 400_audio.mp3
34,Recuperarse de una enfermedad requiere descanso y paciencia.,Recovering from an illness requires rest and patience.,./Sentences/Common Verbs 301 - 400/audio/34_Common Verbs 301 - 400_audio.mp3
35,Engañarse a uno mismo solo prolongará la situación difícil.,Deceiving oneself will only prolong the difficult situation.,./Sentences/Common Verbs 301 - 400/audio/35_Common Verbs 301 - 400_audio.mp3
36,Pintar un mural en la pared transformó por completo el espacio.,Painting a mural on the wall completely transformed the space.,./Sentences/Common Verbs 301 - 400/audio/36_Common Verbs 301 - 400_audio.mp3
37,Pasear por el parque siempre me relaja después de un día agitado.,Taking a walk in the park always relaxes me after a hectic day.,./Sentences/Common Verbs 301 - 400/audio/37_Common Verbs 301 - 400_audio.mp3
38,Tirar la basura en su lugar ayuda a mantener limpio el entorno.,Throwing the trash in its place helps keep the environment clean.,./Sentences/Common Verbs 301 - 400/audio/38_Common Verbs 301 - 400_audio.mp3
39,Torcer el tobillo puede causar molestias y dificultades para caminar.,Twisting the ankle can cause discomfort and difficulty walking.,./Sentences/Common Verbs 301 - 400/audio/39_Common Verbs 301 - 400_audio.mp3
40,Se encontraron en el parque después de mucho tiempo.,They met in the park after a long time.,./Sentences/Common Verbs 301 - 400/audio/40_Common Verbs 301 - 400_audio.mp3
41,Advertí a mi amigo sobre los peligros de la carretera.,I warned my friend about the dangers of the road.,./Sentences/Common Verbs 301 - 400/audio/41_Common Verbs 301 - 400_audio.mp3
42,¿Qué piensas de la nueva película de terror?,What do you think of the new horror movie?,./Sentences/Common Verbs 301 - 400/audio/42_Common Verbs 301 - 400_audio.mp3
43,"Cierra la puerta antes de salir, por favor.","Close the door before you leave, please.",./Sentences/Common Verbs 301 - 400/audio/43_Common Verbs 301 - 400_audio.mp3
44,Los pájaros pueden volar a grandes alturas.,Birds can fly at great heights.,./Sentences/Common Verbs 301 - 400/audio/44_Common Verbs 301 - 400_audio.mp3
45,Me imagino viviendo en una casa frente al mar.,I imagine myself living in a house by the sea.,./Sentences/Common Verbs 301 - 400/audio/45_Common Verbs 301 - 400_audio.mp3
46,Realizó su sueño de viajar por todo el mundo.,He fulfilled his dream of traveling around the world.,./Sentences/Common Verbs 301 - 400/audio/46_Common Verbs 301 - 400_audio.mp3
47,Sufrió una lesión en el partido de fútbol.,He suffered an injury in the soccer game.,./Sentences/Common Verbs 301 - 400/audio/47_Common Verbs 301 - 400_audio.mp3
48,Colocó las llaves en la mesa de la entrada.,She placed the keys on the entryway table.,./Sentences/Common Verbs 301 - 400/audio/48_Common Verbs 301 - 400_audio.mp3
49,"Va a llover esta tarde, así que lleva un paraguas.","It's going to rain this afternoon, so bring an umbrella.",./Sentences/Common Verbs 301 - 400/audio/49_Common Verbs 301 - 400_audio.mp3
50,No entiendo por qué actuó de esa manera.,I don't understand why he acted that way.,./Sentences/Common Verbs 301 - 400/audio/50_Common Verbs 301 - 400_audio.mp3
51,Me gusta el sabor del chocolate amargo.,I like the taste of dark chocolate.,./Sentences/Common Verbs 301 - 400/audio/51_Common Verbs 301 - 400_audio.mp3
52,Le toca a Juan organizar la fiesta de cumpleaños.,It's Juan's turn to organize the birthday party.,./Sentences/Common Verbs 301 - 400/audio/52_Common Verbs 301 - 400_audio.mp3
53,Me acuerdo de nuestra primera cita como si fuera ayer.,I remember our first date as if it were yesterday.,./Sentences/Common Verbs 301 - 400/audio/53_Common Verbs 301 - 400_audio.mp3
54,Siento tristeza por la pérdida de mi mascota.,I feel sadness for the loss of my pet.,./Sentences/Common Verbs 301 - 400/audio/54_Common Verbs 301 - 400_audio.mp3
55,El sol calienta la tierra después de la lluvia.,The sun warms the earth after the rain.,./Sentences/Common Verbs 301 - 400/audio/55_Common Verbs 301 - 400_audio.mp3
56,"No puedes estacionar en esta zona, es prohibido.","You can't park in this area, it's prohibited.",./Sentences/Common Verbs 301 - 400/audio/56_Common Verbs 301 - 400_audio.mp3
57,Me pregunto si llegaré a tiempo para la reunión.,I wonder if I will arrive on time for the meeting.,./Sentences/Common Verbs 301 - 400/audio/57_Common Verbs 301 - 400_audio.mp3
58,Imagina un mundo sin fronteras ni barreras.,Imagine a world without borders or barriers.,./Sentences/Common Verbs 301 - 400/audio/58_Common Verbs 301 - 400_audio.mp3
59,Fundaron una organización benéfica para ayudar a los necesitados.,They founded a charity organization to help those in need.,./Sentences/Common Verbs 301 - 400/audio/59_Common Verbs 301 - 400_audio.mp3
60,Prender la luz antes de entrar a la habitación.,Turn on the light before entering the room.,./Sentences/Common Verbs 301 - 400/audio/60_Common Verbs 301 - 400_audio.mp3
61,Averiguar la dirección antes de salir de casa.,Find out the address before leaving home.,./Sentences/Common Verbs 301 - 400/audio/61_Common Verbs 301 - 400_audio.mp3
62,No te metas en problemas ajenos.,Don't get involved in other people's problems.,./Sentences/Common Verbs 301 - 400/audio/62_Common Verbs 301 - 400_audio.mp3
63,"No te preocupes, todo saldrá bien.","Don't worry, everything will be fine.",./Sentences/Common Verbs 301 - 400/audio/63_Common Verbs 301 - 400_audio.mp3
64,"Si no estudias, te morirás de hambre.","If you don't study, you will starve.",./Sentences/Common Verbs 301 - 400/audio/64_Common Verbs 301 - 400_audio.mp3
65,Entregar la tarea a tiempo es importante.,Handing in the assignment on time is important.,./Sentences/Common Verbs 301 - 400/audio/65_Common Verbs 301 - 400_audio.mp3
66,"No quiero molestar a nadie, solo necesito un momento de silencio.","I don't want to bother anyone, I just need a moment of silence.",./Sentences/Common Verbs 301 - 400/audio/66_Common Verbs 301 - 400_audio.mp3
67,Voy a alquilar una película para ver esta noche.,I'm going to rent a movie to watch tonight.,./Sentences/Common Verbs 301 - 400/audio/67_Common Verbs 301 - 400_audio.mp3
68,Es fácil lesionarse si no se tiene cuidado al practicar deportes.,It's easy to get injured if you're not careful when playing sports.,./Sentences/Common Verbs 301 - 400/audio/68_Common Verbs 301 - 400_audio.mp3
69,Ten cuidado de no caerte en el hielo.,Be careful not to slip on the ice.,./Sentences/Common Verbs 301 - 400/audio/69_Common Verbs 301 - 400_audio.mp3
70,Es hora de despedirse y volver a casa.,It's time to say goodbye and go back home.,./Sentences/Common Verbs 301 - 400/audio/70_Common Verbs 301 - 400_audio.mp3
71,No deberías besar a alguien sin su consentimiento.,You shouldn't kiss someone without their consent.,./Sentences/Common Verbs 301 - 400/audio/71_Common Verbs 301 - 400_audio.mp3
72,Espero encontrarte pronto para hablar.,I hope to find you soon to talk.,./Sentences/Common Verbs 301 - 400/audio/72_Common Verbs 301 - 400_audio.mp3
73,Es importante expresarse claramente para evitar malentendidos.,It's important to express oneself clearly to avoid misunderstandings.,./Sentences/Common Verbs 301 - 400/audio/73_Common Verbs 301 - 400_audio.mp3
74,Arrancar el coche en invierno puede ser difícil.,Starting the car in winter can be difficult.,./Sentences/Common Verbs 301 - 400/audio/74_Common Verbs 301 - 400_audio.mp3
75,No debes botar la basura en la calle.,You shouldn't throw garbage on the street.,./Sentences/Common Verbs 301 - 400/audio/75_Common Verbs 301 - 400_audio.mp3
76,El color rojo en este contexto significa peligro.,The color red in this context means danger.,./Sentences/Common Verbs 301 - 400/audio/76_Common Verbs 301 - 400_audio.mp3
77,No temas pedir ayuda si la necesitas.,Don't be afraid to ask for help if you need it.,./Sentences/Common Verbs 301 - 400/audio/77_Common Verbs 301 - 400_audio.mp3
78,He decidido estudiar en el extranjero el próximo año.,I have decided to study abroad next year.,./Sentences/Common Verbs 301 - 400/audio/78_Common Verbs 301 - 400_audio.mp3
79,"Por favor, explíquense claramente para que todos entiendan.",Please explain yourselves clearly so that everyone understands.,./Sentences/Common Verbs 301 - 400/audio/79_Common Verbs 301 - 400_audio.mp3
80,El juez concedió la libertad condicional al acusado.,The judge granted parole to the defendant.,./Sentences/Common Verbs 301 - 400/audio/80_Common Verbs 301 - 400_audio.mp3
81,Ella escribió una carta de agradecimiento a su jefe.,She wrote a thank-you letter to her boss.,./Sentences/Common Verbs 301 - 400/audio/81_Common Verbs 301 - 400_audio.mp3
82,¿Puedo pedir un favor?,Can I ask for a favor?,./Sentences/Common Verbs 301 - 400/audio/82_Common Verbs 301 - 400_audio.mp3
83,El comerciante decidió vender su negocio.,The merchant decided to sell his business.,./Sentences/Common Verbs 301 - 400/audio/83_Common Verbs 301 - 400_audio.mp3
84,Vamos a festejar el cumpleaños de mi hermana en un restaurante.,We are going to celebrate my sister's birthday at a restaurant.,./Sentences/Common Verbs 301 - 400/audio/84_Common Verbs 301 - 400_audio.mp3
85,Siempre extraño a mi familia cuando estoy lejos.,I always miss my family when I am away.,./Sentences/Common Verbs 301 - 400/audio/85_Common Verbs 301 - 400_audio.mp3
86,Los turistas van a subir la montaña más alta de la región.,The tourists are going to climb the highest mountain in the region.,./Sentences/Common Verbs 301 - 400/audio/86_Common Verbs 301 - 400_audio.mp3
87,Ella decidió regalarle flores a su madre.,She decided to give flowers to her mother.,./Sentences/Common Verbs 301 - 400/audio/87_Common Verbs 301 - 400_audio.mp3
88,El camarero va a servir la cena en unos minutos.,The waiter is going to serve dinner in a few minutes.,./Sentences/Common Verbs 301 - 400/audio/88_Common Verbs 301 - 400_audio.mp3
89,¿Me puedes prestar tu libro de matemáticas?,Can you lend me your math book?,./Sentences/Common Verbs 301 - 400/audio/89_Common Verbs 301 - 400_audio.mp3
90,El globo se empezó a hincharse cuando lo inflamos.,The balloon started to swell when we inflated it.,./Sentences/Common Verbs 301 - 400/audio/90_Common Verbs 301 - 400_audio.mp3
91,Voy a apostar por el equipo local en el partido de fútbol.,I am going to bet on the local team in the soccer match.,./Sentences/Common Verbs 301 - 400/audio/91_Common Verbs 301 - 400_audio.mp3
92,¿Puedes contar cuántas personas asistirán a la reunión?,Can you count how many people will attend the meeting?,./Sentences/Common Verbs 301 - 400/audio/92_Common Verbs 301 - 400_audio.mp3
93,Añoro los días de verano en la playa.,I yearn for the summer days at the beach.,./Sentences/Common Verbs 301 - 400/audio/93_Common Verbs 301 - 400_audio.mp3
94,Vamos a ir al cine esta noche.,We are going to go to the movies tonight.,./Sentences/Common Verbs 301 - 400/audio/94_Common Verbs 301 - 400_audio.mp3
95,Los niños van a jugar en el parque después de la escuela.,The children are going to play in the park after school.,./Sentences/Common Verbs 301 - 400/audio/95_Common Verbs 301 - 400_audio.mp3
96,El presidente va a firmar el tratado internacional mañana.,The president is going to sign the international treaty tomorrow.,./Sentences/Common Verbs 301 - 400/audio/96_Common Verbs 301 - 400_audio.mp3
97,Espero que aprueben mi propuesta en la reunión.,I hope they approve my proposal at the meeting.,./Sentences/Common Verbs 301 - 400/audio/97_Common Verbs 301 - 400_audio.mp3
98,Decidieron quedarse en casa durante las vacaciones.,They decided to stay at home during the holidays.,./Sentences/Common Verbs 301 - 400/audio/98_Common Verbs 301 - 400_audio.mp3
99,Me siento feliz cuando estoy con mis amigos.,I feel happy when I am with my friends.,./Sentences/Common Verbs 301 - 400/audio/99_Common Verbs 301 - 400_audio.mp3
