,Spanish,English,Audio
74,La libertad de prensa no debe someterse a ningún tipo de censura.,Freedom of the press should not be subjected to any form of censorship.,./Sentences/Week 11/audio/74_Week 11_audio.mp3
75,Vamos a conceder crédito a aquellos que demuestren ser merecedores.,We will grant credit to those who prove to be deserving.,./Sentences/Week 11/audio/75_Week 11_audio.mp3
76,Prefiero callar en lugar de decir algo que pueda herir tus sentimientos.,I prefer to keep quiet instead of saying something that might hurt your feelings.,./Sentences/Week 11/audio/76_Week 11_audio.mp3
77,"Con respecto a tu pregunta, la respuesta es sí.","With regard to your question, the answer is yes.",./Sentences/Week 11/audio/77_Week 11_audio.mp3
78,Las manifestaciones en la plaza principal fueron pacíficas.,The demonstrations in the main square were peaceful.,./Sentences/Week 11/audio/78_Week 11_audio.mp3
79,"Cuando vivía allá, trabajaba como profesor de inglés.","When I lived there, I worked as an English teacher.",./Sentences/Week 11/audio/79_Week 11_audio.mp3
80,El sistema político no funcionaba bien debido a la corrupción generalizada.,The political system was not functioning well due to widespread corruption.,./Sentences/Week 11/audio/80_Week 11_audio.mp3
81,Los golpes de estado son una amenaza para la estabilidad de un país.,Coups d'état are a threat to the stability of a country.,./Sentences/Week 11/audio/81_Week 11_audio.mp3
82,Había mucho desempleo en esa región durante la crisis económica.,There was a lot of unemployment in that region during the economic crisis.,./Sentences/Week 11/audio/82_Week 11_audio.mp3
83,Estaba desempleado durante varios meses antes de encontrar un nuevo trabajo.,I was unemployed for several months before finding a new job.,./Sentences/Week 11/audio/83_Week 11_audio.mp3
84,Estaba harto de las constantes interrupciones durante la reunión.,I was fed up with the constant interruptions during the meeting.,./Sentences/Week 11/audio/84_Week 11_audio.mp3
85,El detonante de la discusión fue una simple malinterpretación.,The trigger for the argument was a simple misunderstanding.,./Sentences/Week 11/audio/85_Week 11_audio.mp3
86,Eso derribó el régimen y cambió el curso de la historia.,That brought down the regime and changed the course of history.,./Sentences/Week 11/audio/86_Week 11_audio.mp3
87,"Sin exagerar, fue la mejor comida que he probado en mucho tiempo.","Without exaggerating, it was the best food I've tasted in a long time.",./Sentences/Week 11/audio/87_Week 11_audio.mp3
88,Le exigían dinero a cambio de su liberación.,They were demanding money in exchange for his release.,./Sentences/Week 11/audio/88_Week 11_audio.mp3
89,"Si mal no recuerdo, nos conocimos en la universidad.","If I'm not mistaken, we met in college.",./Sentences/Week 11/audio/89_Week 11_audio.mp3
90,Se quejó del mal servicio en el restaurante.,He complained about the poor service at the restaurant.,./Sentences/Week 11/audio/90_Week 11_audio.mp3
91,Nadie lo escuchó ni hizo nada para ayudarlo.,No one listened to him or did anything to help.,./Sentences/Week 11/audio/91_Week 11_audio.mp3
92,Se prendió fuego accidentalmente mientras cocinaba.,He accidentally set himself on fire while cooking.,./Sentences/Week 11/audio/92_Week 11_audio.mp3
93,"Dentro del marco legal, se pueden presentar reclamaciones por daños.","Within the legal framework, claims for damages can be filed.",./Sentences/Week 11/audio/93_Week 11_audio.mp3
94,Los sindicatos están organizando una huelga para la próxima semana.,The unions are organizing a strike for next week.,./Sentences/Week 11/audio/94_Week 11_audio.mp3
95,Es mayor de edad y puede tomar sus propias decisiones.,He is of legal age and can make his own decisions.,./Sentences/Week 11/audio/95_Week 11_audio.mp3
96,"Sin importar las dificultades, siguió adelante con su plan.","Regardless of the difficulties, he continued with his plan.",./Sentences/Week 11/audio/96_Week 11_audio.mp3
97,Remediar las injusticias es una de las principales metas de la organización.,Remedying injustices is one of the main goals of the organization.,./Sentences/Week 11/audio/97_Week 11_audio.mp3
98,Una serie de manifestaciones que se realizaron en Bolivia causaron un gran impacto.,A series of demonstrations that took place in Bolivia had a great impact.,./Sentences/Week 11/audio/98_Week 11_audio.mp3
99,La entrega del suministro de agua se retrasó debido a problemas técnicos.,The delivery of the water supply was delayed due to technical issues.,./Sentences/Week 11/audio/99_Week 11_audio.mp3
100,El país ha sufrido una creciente deforestación en los últimos años.,The country has suffered increasing deforestation in recent years.,./Sentences/Week 11/audio/100_Week 11_audio.mp3
101,Carece de controles adecuados para garantizar la seguridad de los productos.,It lacks adequate controls to ensure the safety of the products.,./Sentences/Week 11/audio/101_Week 11_audio.mp3
102,La gestión política ha sido cuestionada por su falta de transparencia.,Political management has been questioned for its lack of transparency.,./Sentences/Week 11/audio/102_Week 11_audio.mp3
103,No ha sido capaz de resguardar la información confidencial de la empresa.,He has not been able to safeguard the company's confidential information.,./Sentences/Week 11/audio/103_Week 11_audio.mp3
104,El respaldo del Banco Mundial es fundamental para el desarrollo del proyecto.,The support of the World Bank is essential for the project's development.,./Sentences/Week 11/audio/104_Week 11_audio.mp3
105,Las tarifas aumentaron a más de un 50 por ciento en el último año.,The rates increased by more than 50 percent in the last year.,./Sentences/Week 11/audio/105_Week 11_audio.mp3
106,Los habitantes del pueblo están preocupados por la falta de agua potable.,The inhabitants of the town are concerned about the lack of drinking water.,./Sentences/Week 11/audio/106_Week 11_audio.mp3
107,Dejar de acceder a servicios básicos afectaría la calidad de vida de la comunidad.,Ceasing to access basic services would affect the community's quality of life.,./Sentences/Week 11/audio/107_Week 11_audio.mp3
108,La policía mató un joven e hirió a 10 manifestantes durante la protesta.,The police killed a young man and injured 10 protesters during the demonstration.,./Sentences/Week 11/audio/108_Week 11_audio.mp3
109,La población siguió presionando al gobierno para que tomara medidas enérgicas contra la corrupción.,The population continued to pressure the government to take strong measures against corruption.,./Sentences/Week 11/audio/109_Week 11_audio.mp3
110,Los disturbios causaron daños significativos en el centro de la ciudad.,The riots caused significant damage in the city center.,./Sentences/Week 11/audio/110_Week 11_audio.mp3
111,Anular la ley requerirá un proceso legislativo complejo.,Repealing the law will require a complex legislative process.,./Sentences/Week 11/audio/111_Week 11_audio.mp3
112,Reclamaban una administración transparente y responsable por parte de las autoridades.,They were demanding a transparent and accountable administration from the authorities.,./Sentences/Week 11/audio/112_Week 11_audio.mp3
113,"Tan vital como es el agua, es importante conservarla para las generaciones futuras.","As vital as water is, it is important to conserve it for future generations.",./Sentences/Week 11/audio/113_Week 11_audio.mp3
114,Lo positiva que era la gente en medio de la adversidad fue inspirador.,How positive the people were in the midst of adversity was inspiring.,./Sentences/Week 11/audio/114_Week 11_audio.mp3
115,Enfrentaba día a día los desafíos de la vida en la gran ciudad.,He faced the challenges of life in the big city every day.,./Sentences/Week 11/audio/115_Week 11_audio.mp3
116,Pasó a ser una de las principales figuras en el mundo del arte contemporáneo.,He became one of the leading figures in the world of contemporary art.,./Sentences/Week 11/audio/116_Week 11_audio.mp3
117,Consiguió su independencia después de años de lucha y sacrificio.,They achieved their independence after years of struggle and sacrifice.,./Sentences/Week 11/audio/117_Week 11_audio.mp3
118,Legítimo es el reclamo de justicia por parte de las víctimas.,The victims' demand for justice is legitimate.,./Sentences/Week 11/audio/118_Week 11_audio.mp3
119,Una dictadura sangrienta dejó una profunda huella en la historia del país.,A bloody dictatorship left a deep mark on the country's history.,./Sentences/Week 11/audio/119_Week 11_audio.mp3
120,El rebelde desafió abiertamente las órdenes del gobierno.,The rebel openly defied the government's orders.,./Sentences/Week 11/audio/120_Week 11_audio.mp3
121,Derrocaron al dictador y restauraron la democracia en el país.,They overthrew the dictator and restored democracy in the country.,./Sentences/Week 11/audio/121_Week 11_audio.mp3
122,"Estalló otra guerra en la región, causando sufrimiento a miles de personas.","Another war broke out in the region, causing suffering to thousands of people.",./Sentences/Week 11/audio/122_Week 11_audio.mp3
123,Dejaron una huella en la historia de la música.,They left a mark on the history of music.,./Sentences/Week 11/audio/123_Week 11_audio.mp3
124,"Por falta de transparencia, la empresa enfrentó duras críticas.","Due to lack of transparency, the company faced harsh criticism.",./Sentences/Week 11/audio/124_Week 11_audio.mp3
125,"Por ellos mismos, no lograron alcanzar el éxito.","By themselves, they did not manage to achieve success.",./Sentences/Week 11/audio/125_Week 11_audio.mp3
126,Los pesos y contrapesos son fundamentales en un sistema democrático.,Checks and balances are fundamental in a democratic system.,./Sentences/Week 11/audio/126_Week 11_audio.mp3
127,Cumplen una función vital en la sociedad.,They fulfill a vital function in society.,./Sentences/Week 11/audio/127_Week 11_audio.mp3
128,La gobernanza es un tema crucial en la política actual.,Governance is a crucial topic in current politics.,./Sentences/Week 11/audio/128_Week 11_audio.mp3
129,Los diputados aprobaron la nueva ley por amplia mayoría.,The deputies approved the new law by a wide majority.,./Sentences/Week 11/audio/129_Week 11_audio.mp3
130,Los alcaldes trabajan en estrecha colaboración con la comunidad.,Mayors work closely with the community.,./Sentences/Week 11/audio/130_Week 11_audio.mp3
131,Los concejales tomaron decisiones importantes para la ciudad.,The councilors made important decisions for the city.,./Sentences/Week 11/audio/131_Week 11_audio.mp3
132,Pertenecen a diferentes partidos políticos.,They belong to different political parties.,./Sentences/Week 11/audio/132_Week 11_audio.mp3
133,Es importante afiliarse a un sindicato para proteger los derechos laborales.,It's important to join a union to protect labor rights.,./Sentences/Week 11/audio/133_Week 11_audio.mp3
134,Ser partidaria de cualquier partido es un derecho democrático.,Supporting any party is a democratic right.,./Sentences/Week 11/audio/134_Week 11_audio.mp3
135,Las elecciones estatales definirán el rumbo del país.,The state elections will define the country's direction.,./Sentences/Week 11/audio/135_Week 11_audio.mp3
136,El fin político justifica los medios utilizados.,The political end justifies the means used.,./Sentences/Week 11/audio/136_Week 11_audio.mp3
137,Un sistema multipartidista fomenta la diversidad de opiniones.,A multi-party system fosters diversity of opinions.,./Sentences/Week 11/audio/137_Week 11_audio.mp3
138,Los simpatizantes del candidato se reunieron para mostrar su apoyo.,The supporters of the candidate gathered to show their support.,./Sentences/Week 11/audio/138_Week 11_audio.mp3
139,"Por tal razón, es necesario tomar medidas urgentes.","For this reason, it is necessary to take urgent measures.",./Sentences/Week 11/audio/139_Week 11_audio.mp3
140,Principios liberales o conservadores guían las decisiones políticas.,Liberal or conservative principles guide political decisions.,./Sentences/Week 11/audio/140_Week 11_audio.mp3
141,"De lo contrario, no se logrará el consenso necesario.","Otherwise, the necessary consensus will not be achieved.",./Sentences/Week 11/audio/141_Week 11_audio.mp3
142,El sistema se vuelve una dictadura si no hay separación de poderes.,The system becomes a dictatorship if there is no separation of powers.,./Sentences/Week 11/audio/142_Week 11_audio.mp3
143,El descontento en la población ha aumentado en los últimos meses.,The discontent in the population has increased in the last few months.,./Sentences/Week 11/audio/143_Week 11_audio.mp3
144,"Pero sí funciona, lo he probado antes.","But it does work, I have tried it before.",./Sentences/Week 11/audio/144_Week 11_audio.mp3
145,Le pasa a mucha gente en esta situación.,It happens to a lot of people in this situation.,./Sentences/Week 11/audio/145_Week 11_audio.mp3
146,Le paso con mi vecino hace unos días.,It happened to me with my neighbor a few days ago.,./Sentences/Week 11/audio/146_Week 11_audio.mp3
147,"La visita va a durar dos días, así que prepárate.","The visit is going to last two days, so get ready.",./Sentences/Week 11/audio/147_Week 11_audio.mp3
148,Los mandatarios se reunirán para discutir el tratado.,The leaders will meet to discuss the treaty.,./Sentences/Week 11/audio/148_Week 11_audio.mp3
149,Están previstas algunas manifestaciones para el fin de semana.,Some demonstrations are planned for the weekend.,./Sentences/Week 11/audio/149_Week 11_audio.mp3
150,La semana entrante vamos a tener una reunión importante.,Next week we are going to have an important meeting.,./Sentences/Week 11/audio/150_Week 11_audio.mp3
151,¿Le parece bien si nos encontramos a las 3 pm?,Does it work for you if we meet at 3 pm?,./Sentences/Week 11/audio/151_Week 11_audio.mp3
152,La disponibilidad de habitaciones es limitada en esta temporada.,Room availability is limited this season.,./Sentences/Week 11/audio/152_Week 11_audio.mp3
153,Todos llegaron sanos y salvos después del accidente.,Everyone arrived safe and sound after the accident.,./Sentences/Week 11/audio/153_Week 11_audio.mp3
154,Un comunicado oficial será emitido mañana por la mañana.,An official statement will be issued tomorrow morning.,./Sentences/Week 11/audio/154_Week 11_audio.mp3
155,La Armada Nacional está realizando ejercicios en alta mar.,The National Navy is conducting exercises at sea.,./Sentences/Week 11/audio/155_Week 11_audio.mp3
156,La nube de humo se dispersó rápidamente con el viento.,The smoke cloud dispersed quickly with the wind.,./Sentences/Week 11/audio/156_Week 11_audio.mp3
157,La Fuerza Naval desplegó sus barcos para la misión de rescate.,The Naval Force deployed its ships for the rescue mission.,./Sentences/Week 11/audio/157_Week 11_audio.mp3
158,El helicóptero ubicó a los excursionistas perdidos en la montaña.,The helicopter located the lost hikers in the mountain.,./Sentences/Week 11/audio/158_Week 11_audio.mp3
159,El refugio está preparado para recibir a los evacuados.,The shelter is ready to receive the evacuees.,./Sentences/Week 11/audio/159_Week 11_audio.mp3
160,"Tan pronto como termines, podemos irnos.","As soon as you finish, we can leave.",./Sentences/Week 11/audio/160_Week 11_audio.mp3
161,Los trasladaron a un hospital cercano para recibir atención médica.,They were transferred to a nearby hospital to receive medical care.,./Sentences/Week 11/audio/161_Week 11_audio.mp3
162,Una unidad de rescate fue enviada al lugar del accidente.,A rescue unit was sent to the accident site.,./Sentences/Week 11/audio/162_Week 11_audio.mp3
163,Agregó más sal a la sopa.,He added more salt to the soup.,./Sentences/Week 11/audio/163_Week 11_audio.mp3
164,"De repente, comenzó a llover.","Suddenly, it started to rain.",./Sentences/Week 11/audio/164_Week 11_audio.mp3
