,Spanish,English,Audio
31,La elegibilidad para el programa de visas se basa en varios criterios.,Eligibility for the visa program is based on several criteria.,./Sentences/Inmigración/audio/31_Inmigración_audio.mp3
32,La esperanza es lo último que se pierde en tiempos difíciles.,Hope is the last thing to be lost in difficult times.,./Sentences/Inmigración/audio/32_Inmigración_audio.mp3
33,La exención de la tarifa de solicitud fue un alivio para el estudiante.,The waiver of the application fee was a relief for the student.,./Sentences/Inmigración/audio/33_Inmigración_audio.mp3
34,La fuga de cerebros es un problema grave para los países en desarrollo.,Brain drain is a serious problem for developing countries.,./Sentences/Inmigración/audio/34_Inmigración_audio.mp3
35,La oleada de turistas durante el verano revitaliza la economía local.,The surge of tourists during the summer revitalizes the local economy.,./Sentences/Inmigración/audio/35_Inmigración_audio.mp3
36,El Servicio de Inmigración y Control de Aduanas de Estados Unidos tiene políticas estrictas.,The United States Immigration and Customs Enforcement has strict policies.,./Sentences/Inmigración/audio/36_Inmigración_audio.mp3
37,La patrulla fronteriza interceptó un vehículo sospechoso cerca de la frontera.,The border patrol intercepted a suspicious vehicle near the border.,./Sentences/Inmigración/audio/37_Inmigración_audio.mp3
38,La solicitud para la beca debe ser enviada antes del 31 de marzo.,The application for the scholarship must be submitted before March 31st.,./Sentences/Inmigración/audio/38_Inmigración_audio.mp3
39,La tortura es un acto inhumano y está prohibida por el derecho internacional.,Torture is an inhumane act and is prohibited by international law.,./Sentences/Inmigración/audio/39_Inmigración_audio.mp3
40,La vigilancia en el barrio ha aumentado después de los recientes robos.,Surveillance in the neighborhood has increased after the recent robberies.,./Sentences/Inmigración/audio/40_Inmigración_audio.mp3
41,El barco comenzó a naufragar tras golpear un iceberg en alta mar.,The ship began to sink after hitting an iceberg in the open sea.,./Sentences/Inmigración/audio/41_Inmigración_audio.mp3
42,"Durante la tormenta, nos tuvimos que refugiarse en una cueva cercana.","During the storm, we had to take shelter in a nearby cave.",./Sentences/Inmigración/audio/42_Inmigración_audio.mp3
43,"Para obtener la beca, es necesario reunir los requisitos especificados en la convocatoria.","To obtain the scholarship, it is necessary to meet the requirements specified in the announcement.",./Sentences/Inmigración/audio/43_Inmigración_audio.mp3
44,La coexistencia pacífica entre las diferentes culturas enriquece a la sociedad.,Peaceful coexistence between different cultures enriches society.,./Sentences/Inmigración/audio/44_Inmigración_audio.mp3
45,La tolerancia es fundamental para vivir en una comunidad diversa.,Tolerance is essential for living in a diverse community.,./Sentences/Inmigración/audio/45_Inmigración_audio.mp3
46,"Nueva York es un crisol de culturas, idiomas y tradiciones.","New York is a melting pot of cultures, languages, and traditions.",./Sentences/Inmigración/audio/46_Inmigración_audio.mp3
47,Dar la bienvenida a los nuevos vecinos es una bonita tradición en nuestra comunidad.,Welcoming the new neighbors is a nice tradition in our community.,./Sentences/Inmigración/audio/47_Inmigración_audio.mp3
48,El cupo para el concierto se agotó en cuestión de minutos.,The quota for the concert sold out within minutes.,./Sentences/Inmigración/audio/48_Inmigración_audio.mp3
49,El hogar de acogida temporal brinda apoyo a niños que esperan ser adoptados.,The temporary foster home provides support to children waiting to be adopted.,./Sentences/Inmigración/audio/49_Inmigración_audio.mp3
