,Spanish,English,Audio
19,Cumplir tus promesas es esencial para mantener la confianza.,Keeping your promises is essential for maintaining trust.,./Sentences/Common Verbs 101 - 200/audio/19_Common Verbs 101 - 200_audio.mp3
20,Prefiero referirme a la versión original del libro.,I prefer to refer to the original version of the book.,./Sentences/Common Verbs 101 - 200/audio/20_Common Verbs 101 - 200_audio.mp3
21,Voy a tomar un café antes de ir al trabajo.,I am going to have a coffee before going to work.,./Sentences/Common Verbs 101 - 200/audio/21_Common Verbs 101 - 200_audio.mp3
22,Me encanta cocinar platos italianos.,I love to cook Italian dishes.,./Sentences/Common Verbs 101 - 200/audio/22_Common Verbs 101 - 200_audio.mp3
23,El paisaje hermoso me distrajo mientras conducía.,The beautiful landscape distracted me while I was driving.,./Sentences/Common Verbs 101 - 200/audio/23_Common Verbs 101 - 200_audio.mp3
24,No olvides picar la cebolla antes de agregarla a la sartén.,Don't forget to chop the onion before adding it to the pan.,./Sentences/Common Verbs 101 - 200/audio/24_Common Verbs 101 - 200_audio.mp3
25,Te voy a ofrecer mi ayuda en el proyecto.,I am going to offer you my help with the project.,./Sentences/Common Verbs 101 - 200/audio/25_Common Verbs 101 - 200_audio.mp3
26,Voy a cambiar el color de las cortinas en la sala.,I am going to change the color of the curtains in the living room.,./Sentences/Common Verbs 101 - 200/audio/26_Common Verbs 101 - 200_audio.mp3
27,Esa flor olerá deliciosa en primavera.,That flower will smell delicious in spring.,./Sentences/Common Verbs 101 - 200/audio/27_Common Verbs 101 - 200_audio.mp3
28,Me gusta broncearme en la playa durante las vacaciones.,I like to tan on the beach during vacations.,./Sentences/Common Verbs 101 - 200/audio/28_Common Verbs 101 - 200_audio.mp3
29,¿Puedo preguntarte algo personal?,Can I ask you something personal?,./Sentences/Common Verbs 101 - 200/audio/29_Common Verbs 101 - 200_audio.mp3
30,Me decepcionó mucho su actitud hacia el proyecto.,I was very disappointed by his attitude towards the project.,./Sentences/Common Verbs 101 - 200/audio/30_Common Verbs 101 - 200_audio.mp3
31,Me opongo a la construcción de ese edificio en el parque.,I am opposed to the construction of that building in the park.,./Sentences/Common Verbs 101 - 200/audio/31_Common Verbs 101 - 200_audio.mp3
32,"Después del incidente, decidió callarse y no decir nada más.","After the incident, he decided to keep quiet and not say anything else.",./Sentences/Common Verbs 101 - 200/audio/32_Common Verbs 101 - 200_audio.mp3
33,La fruta se pudrirá si no la guardamos en el refrigerador.,The fruit will rot if we don't put it in the refrigerator.,./Sentences/Common Verbs 101 - 200/audio/33_Common Verbs 101 - 200_audio.mp3
34,Espero que nuestro equipo triunfe en el campeonato.,I hope our team triumphs in the championship.,./Sentences/Common Verbs 101 - 200/audio/34_Common Verbs 101 - 200_audio.mp3
35,Ten cuidado al cruzar la calle.,Be careful when crossing the street.,./Sentences/Common Verbs 101 - 200/audio/35_Common Verbs 101 - 200_audio.mp3
36,Voy a componer una canción para mi hermana.,I am going to compose a song for my sister.,./Sentences/Common Verbs 101 - 200/audio/36_Common Verbs 101 - 200_audio.mp3
37,No olvides usar protector solar en la playa.,Don't forget to use sunscreen at the beach.,./Sentences/Common Verbs 101 - 200/audio/37_Common Verbs 101 - 200_audio.mp3
38,La película va a durar más de tres horas.,The movie is going to last more than three hours.,./Sentences/Common Verbs 101 - 200/audio/38_Common Verbs 101 - 200_audio.mp3
39,Esa pintura antigua puede valer mucho dinero.,That old painting could be worth a lot of money.,./Sentences/Common Verbs 101 - 200/audio/39_Common Verbs 101 - 200_audio.mp3
40,Limpiar la casa es una tarea que hago todos los sábados.,Cleaning the house is a task I do every Saturday.,./Sentences/Common Verbs 101 - 200/audio/40_Common Verbs 101 - 200_audio.mp3
41,Resolver un problema matemático puede ser desafiante pero gratificante.,Solving a math problem can be challenging but rewarding.,./Sentences/Common Verbs 101 - 200/audio/41_Common Verbs 101 - 200_audio.mp3
42,No debes vacilar en pedir ayuda si la necesitas.,You should not hesitate to ask for help if you need it.,./Sentences/Common Verbs 101 - 200/audio/42_Common Verbs 101 - 200_audio.mp3
43,Me gusta peinarme antes de salir a la calle.,I like to comb my hair before going out.,./Sentences/Common Verbs 101 - 200/audio/43_Common Verbs 101 - 200_audio.mp3
44,Cada mañana me levanto temprano para hacer ejercicio.,Every morning I get up early to exercise.,./Sentences/Common Verbs 101 - 200/audio/44_Common Verbs 101 - 200_audio.mp3
45,A veces un abrazo es todo lo que necesitas para sentirte mejor.,Sometimes a hug is all you need to feel better.,./Sentences/Common Verbs 101 - 200/audio/45_Common Verbs 101 - 200_audio.mp3
46,Me enteré de la noticia por medio de las redes sociales.,I found out about the news through social media.,./Sentences/Common Verbs 101 - 200/audio/46_Common Verbs 101 - 200_audio.mp3
47,Ten cuidado al levantar objetos pesados para no lastimarte.,Be careful when lifting heavy objects so you don't hurt yourself.,./Sentences/Common Verbs 101 - 200/audio/47_Common Verbs 101 - 200_audio.mp3
48,Nos reuniremos en el parque para jugar fútbol.,We will meet at the park to play soccer.,./Sentences/Common Verbs 101 - 200/audio/48_Common Verbs 101 - 200_audio.mp3
49,Es importante sembrar semillas en tierra fértil para que crezcan las plantas.,It is important to sow seeds in fertile soil for the plants to grow.,./Sentences/Common Verbs 101 - 200/audio/49_Common Verbs 101 - 200_audio.mp3
50,"Aunque fracases, nunca debes dejar de intentarlo.","Even if you fail, you should never stop trying.",./Sentences/Common Verbs 101 - 200/audio/50_Common Verbs 101 - 200_audio.mp3
51,Me acostumbro a levantarme temprano para aprovechar el día.,I get used to getting up early to make the most of the day.,./Sentences/Common Verbs 101 - 200/audio/51_Common Verbs 101 - 200_audio.mp3
52,El restaurante logró satisfacer todas mis expectativas culinarias.,The restaurant managed to satisfy all my culinary expectations.,./Sentences/Common Verbs 101 - 200/audio/52_Common Verbs 101 - 200_audio.mp3
53,Vamos a celebrar mi cumpleaños en un restaurante elegante.,We are going to celebrate my birthday at a fancy restaurant.,./Sentences/Common Verbs 101 - 200/audio/53_Common Verbs 101 - 200_audio.mp3
54,Me encanta andar en bicicleta por el parque los fines de semana.,I love to ride a bike in the park on weekends.,./Sentences/Common Verbs 101 - 200/audio/54_Common Verbs 101 - 200_audio.mp3
55,Me gusta escuchar música clásica para relajarme.,I like to listen to classical music to relax.,./Sentences/Common Verbs 101 - 200/audio/55_Common Verbs 101 - 200_audio.mp3
56,Me inscribí en un curso de fotografía para mejorar mis habilidades.,I enrolled in a photography course to improve my skills.,./Sentences/Common Verbs 101 - 200/audio/56_Common Verbs 101 - 200_audio.mp3
57,Es importante mezclar bien los ingredientes para que el pastel quede esponjoso.,It is important to mix the ingredients well so that the cake turns out fluffy.,./Sentences/Common Verbs 101 - 200/audio/57_Common Verbs 101 - 200_audio.mp3
58,"Por favor, abre la ventana para que entre un poco de aire fresco.",Please open the window to let in some fresh air.,./Sentences/Common Verbs 101 - 200/audio/58_Common Verbs 101 - 200_audio.mp3
59,Respirar profundamente puede ayudar a reducir el estrés.,Breathing deeply can help reduce stress.,./Sentences/Common Verbs 101 - 200/audio/59_Common Verbs 101 - 200_audio.mp3
60,Atravesar el puente te llevará al otro lado del río.,Crossing the bridge will take you to the other side of the river.,./Sentences/Common Verbs 101 - 200/audio/60_Common Verbs 101 - 200_audio.mp3
61,Doblar a la derecha en la siguiente intersección.,Turn right at the next intersection.,./Sentences/Common Verbs 101 - 200/audio/61_Common Verbs 101 - 200_audio.mp3
62,"Tranquilízate, todo estará bien.","Calm down, everything will be fine.",./Sentences/Common Verbs 101 - 200/audio/62_Common Verbs 101 - 200_audio.mp3
63,Excavaron un pozo para buscar agua.,They dug a well to find water.,./Sentences/Common Verbs 101 - 200/audio/63_Common Verbs 101 - 200_audio.mp3
64,Barre el piso antes de que lleguen los invitados.,Sweep the floor before the guests arrive.,./Sentences/Common Verbs 101 - 200/audio/64_Common Verbs 101 - 200_audio.mp3
65,El presidente gobierna el país con firmeza.,The president governs the country firmly.,./Sentences/Common Verbs 101 - 200/audio/65_Common Verbs 101 - 200_audio.mp3
66,Exijo una explicación sobre lo que sucedió.,I demand an explanation about what happened.,./Sentences/Common Verbs 101 - 200/audio/66_Common Verbs 101 - 200_audio.mp3
67,Se puso una chaqueta antes de salir.,He put on a jacket before leaving.,./Sentences/Common Verbs 101 - 200/audio/67_Common Verbs 101 - 200_audio.mp3
68,"Después de correr, es necesario ducharse.","After running, it's necessary to take a shower.",./Sentences/Common Verbs 101 - 200/audio/68_Common Verbs 101 - 200_audio.mp3
69,El sacerdote bendijo a los fieles al final de la misa.,The priest blessed the faithful at the end of the mass.,./Sentences/Common Verbs 101 - 200/audio/69_Common Verbs 101 - 200_audio.mp3
70,Nació en una pequeña ciudad del sur de España.,He was born in a small town in the south of Spain.,./Sentences/Common Verbs 101 - 200/audio/70_Common Verbs 101 - 200_audio.mp3
71,Visitaré a mis abuelos el fin de semana.,I will visit my grandparents this weekend.,./Sentences/Common Verbs 101 - 200/audio/71_Common Verbs 101 - 200_audio.mp3
72,Mete las llaves en el bolsillo para no perderlas.,Put the keys in your pocket so you don't lose them.,./Sentences/Common Verbs 101 - 200/audio/72_Common Verbs 101 - 200_audio.mp3
73,Toca la campana para llamar a la cena.,Ring the bell to call for dinner.,./Sentences/Common Verbs 101 - 200/audio/73_Common Verbs 101 - 200_audio.mp3
74,Cálmate y piensa con claridad.,Calm down and think clearly.,./Sentences/Common Verbs 101 - 200/audio/74_Common Verbs 101 - 200_audio.mp3
75,Dibuja un paisaje hermoso con colores brillantes.,Draw a beautiful landscape with bright colors.,./Sentences/Common Verbs 101 - 200/audio/75_Common Verbs 101 - 200_audio.mp3
76,Compara los precios antes de comprar.,Compare the prices before buying.,./Sentences/Common Verbs 101 - 200/audio/76_Common Verbs 101 - 200_audio.mp3
77,Comenzaré a estudiar para el examen final.,I will start studying for the final exam.,./Sentences/Common Verbs 101 - 200/audio/77_Common Verbs 101 - 200_audio.mp3
78,Dame un minuto y te daré una respuesta.,Give me a minute and I will give you an answer.,./Sentences/Common Verbs 101 - 200/audio/78_Common Verbs 101 - 200_audio.mp3
79,Te felicito por tu excelente desempeño en el trabajo.,I congratulate you on your excellent performance at work.,./Sentences/Common Verbs 101 - 200/audio/79_Common Verbs 101 - 200_audio.mp3
80,No puedo aguantar más esta situación.,I can't stand this situation anymore.,./Sentences/Common Verbs 101 - 200/audio/80_Common Verbs 101 - 200_audio.mp3
81,Me encanta bailar salsa los fines de semana.,I love to dance salsa on the weekends.,./Sentences/Common Verbs 101 - 200/audio/81_Common Verbs 101 - 200_audio.mp3
82,Desearía poder viajar por todo el mundo.,I wish I could travel around the world.,./Sentences/Common Verbs 101 - 200/audio/82_Common Verbs 101 - 200_audio.mp3
83,Me gusta leer novelas de misterio.,I like to read mystery novels.,./Sentences/Common Verbs 101 - 200/audio/83_Common Verbs 101 - 200_audio.mp3
84,No dejes de hinchar las ruedas de la bicicleta.,Don't forget to pump up the bike tires.,./Sentences/Common Verbs 101 - 200/audio/84_Common Verbs 101 - 200_audio.mp3
85,Es importante cepillarse los dientes después de cada comida.,It's important to brush your teeth after every meal.,./Sentences/Common Verbs 101 - 200/audio/85_Common Verbs 101 - 200_audio.mp3
86,Voy a preparar una deliciosa cena para mis amigos.,I'm going to prepare a delicious dinner for my friends.,./Sentences/Common Verbs 101 - 200/audio/86_Common Verbs 101 - 200_audio.mp3
87,Me encanta oír el sonido de las olas del mar.,I love to hear the sound of the ocean waves.,./Sentences/Common Verbs 101 - 200/audio/87_Common Verbs 101 - 200_audio.mp3
88,"Trátate bien, mereces lo mejor.","Treat yourself well, you deserve the best.",./Sentences/Common Verbs 101 - 200/audio/88_Common Verbs 101 - 200_audio.mp3
89,Quiero aprender a tocar el piano.,I want to learn to play the piano.,./Sentences/Common Verbs 101 - 200/audio/89_Common Verbs 101 - 200_audio.mp3
90,No pude evitar sollozar al ver la película.,I couldn't help but sob when watching the movie.,./Sentences/Common Verbs 101 - 200/audio/90_Common Verbs 101 - 200_audio.mp3
91,Detente un momento y piensa en lo que estás haciendo.,Stop for a moment and think about what you're doing.,./Sentences/Common Verbs 101 - 200/audio/91_Common Verbs 101 - 200_audio.mp3
92,No puedo conseguir entradas para el concierto.,I can't get tickets for the concert.,./Sentences/Common Verbs 101 - 200/audio/92_Common Verbs 101 - 200_audio.mp3
93,Voy a hacer una tarta de manzana para el postre.,I'm going to make an apple pie for dessert.,./Sentences/Common Verbs 101 - 200/audio/93_Common Verbs 101 - 200_audio.mp3
94,Te aseguro que llegaré a tiempo a la reunión.,I assure you that I will arrive on time for the meeting.,./Sentences/Common Verbs 101 - 200/audio/94_Common Verbs 101 - 200_audio.mp3
95,Es importante reducir el consumo de plástico para proteger el medio ambiente.,It's important to reduce plastic consumption to protect the environment.,./Sentences/Common Verbs 101 - 200/audio/95_Common Verbs 101 - 200_audio.mp3
96,Se me ocurrió una idea brillante para el proyecto.,I came up with a brilliant idea for the project.,./Sentences/Common Verbs 101 - 200/audio/96_Common Verbs 101 - 200_audio.mp3
97,Intenta adivinar cuál es el sabor de la tarta.,Try to guess what the flavor of the cake is.,./Sentences/Common Verbs 101 - 200/audio/97_Common Verbs 101 - 200_audio.mp3
98,Me di cuenta de que olvidé cerrar la ventana.,I realized that I forgot to close the window.,./Sentences/Common Verbs 101 - 200/audio/98_Common Verbs 101 - 200_audio.mp3
