,Spanish,English,Audio
73,Los arquitectos diseñaron un edificio muy moderno.,The architects designed a very modern building.,./Sentences/Week 10/audio/73_Week 10_audio.mp3
74,La carga del camión era demasiado pesada.,The load of the truck was too heavy.,./Sentences/Week 10/audio/74_Week 10_audio.mp3
75,Debemos acostumbrarnos a la nueva normalidad.,We must get used to the new normal.,./Sentences/Week 10/audio/75_Week 10_audio.mp3
76,Adaptarnos a los cambios es fundamental para crecer.,Adapting to changes is essential for growth.,./Sentences/Week 10/audio/76_Week 10_audio.mp3
77,Los homólogos de nuestra empresa en España son muy eficientes.,Our counterparts in Spain are very efficient.,./Sentences/Week 10/audio/77_Week 10_audio.mp3
78,La barrera del idioma puede dificultar la comunicación.,The language barrier can hinder communication.,./Sentences/Week 10/audio/78_Week 10_audio.mp3
79,La vacunación es crucial para prevenir enfermedades.,Vaccination is crucial for preventing diseases.,./Sentences/Week 10/audio/79_Week 10_audio.mp3
80,Los proveedores de cuidado médico deben mantener altos estándares.,Healthcare providers must maintain high standards.,./Sentences/Week 10/audio/80_Week 10_audio.mp3
81,Están a la altura de nuestras expectativas en cuanto a calidad.,They meet our expectations in terms of quality.,./Sentences/Week 10/audio/81_Week 10_audio.mp3
82,Mis hijos son sanos y fuertes gracias a una buena alimentación.,My children are healthy and strong thanks to good nutrition.,./Sentences/Week 10/audio/82_Week 10_audio.mp3
83,Casi nunca nos enfermamos porque tomamos medidas preventivas.,We hardly ever get sick because we take preventive measures.,./Sentences/Week 10/audio/83_Week 10_audio.mp3
84,"El que tiene gripe soy yo, los demás están sanos.","I'm the one with the flu, the others are healthy.",./Sentences/Week 10/audio/84_Week 10_audio.mp3
85,Desenvolverse en el mundo laboral requiere habilidades sociales.,Navigating the working world requires social skills.,./Sentences/Week 10/audio/85_Week 10_audio.mp3
86,La tecnología de punta nos permite ser más eficientes.,Cutting-edge technology allows us to be more efficient.,./Sentences/Week 10/audio/86_Week 10_audio.mp3
87,Lo menos que puedo hacer es ayudarte en este momento.,The least I can do is help you at this moment.,./Sentences/Week 10/audio/87_Week 10_audio.mp3
88,El proceso conlleva una serie de pasos que debemos seguir.,The process involves a series of steps that we must follow.,./Sentences/Week 10/audio/88_Week 10_audio.mp3
89,Tomaron conciencia de la importancia de la cobertura universal de salud.,They became aware of the importance of universal health coverage.,./Sentences/Week 10/audio/89_Week 10_audio.mp3
90,El sistema de salud necesita ser fortalecido para reducir la mortalidad infantil.,The health system needs to be strengthened to reduce infant mortality.,./Sentences/Week 10/audio/90_Week 10_audio.mp3
91,La obesidad es un problema que afecta el comportamiento de la población.,Obesity is a problem that affects the behavior of the population.,./Sentences/Week 10/audio/91_Week 10_audio.mp3
92,Fomentar la enseñanza es sumamente importante para el desarrollo de nuestra propia cultura.,Promoting education is extremely important for the development of our own culture.,./Sentences/Week 10/audio/92_Week 10_audio.mp3
93,El banco tiene proyectos de diversa índole dirigidos a toda la población.,The bank has projects of various kinds aimed at the entire population.,./Sentences/Week 10/audio/93_Week 10_audio.mp3
94,Estamos muy conscientes de la necesidad de influir en el comportamiento desde ministros hasta niños en las escuelas.,We are very aware of the need to influence behavior from ministers to children in schools.,./Sentences/Week 10/audio/94_Week 10_audio.mp3
95,Tratamos de comportarnos de manera adecuada en los intercambios culturales.,We try to behave appropriately in cultural exchanges.,./Sentences/Week 10/audio/95_Week 10_audio.mp3
96,La cultura abarca aspectos muy diversos de la vida cotidiana.,Culture encompasses very diverse aspects of everyday life.,./Sentences/Week 10/audio/96_Week 10_audio.mp3
97,Los convenios internacionales son fundamentales para el comercio global.,International agreements are essential for global trade.,./Sentences/Week 10/audio/97_Week 10_audio.mp3
98,Seguimos de cerca el desarrollo de la situación en el Medio Oriente.,We are closely following the development of the situation in the Middle East.,./Sentences/Week 10/audio/98_Week 10_audio.mp3
99,Las inquietudes de los ciudadanos deben ser atendidas por las autoridades.,The concerns of the citizens should be addressed by the authorities.,./Sentences/Week 10/audio/99_Week 10_audio.mp3
100,Tenemos el placer de presentarles a la nueva directora de la empresa.,We have the pleasure of introducing the new director of the company.,./Sentences/Week 10/audio/100_Week 10_audio.mp3
101,El multiculturalismo enriquece nuestra sociedad.,Multiculturalism enriches our society.,./Sentences/Week 10/audio/101_Week 10_audio.mp3
102,"A lo largo de la historia, la humanidad ha enfrentado grandes desafíos.","Throughout history, humanity has faced great challenges.",./Sentences/Week 10/audio/102_Week 10_audio.mp3
103,Nuestra sociedad actual debe promover la igualdad y la inclusión.,Our current society must promote equality and inclusion.,./Sentences/Week 10/audio/103_Week 10_audio.mp3
104,Convivir en armonía es esencial para la paz social.,Living together in harmony is essential for social peace.,./Sentences/Week 10/audio/104_Week 10_audio.mp3
105,Los turistas pueden hacer suyo el encanto de este hermoso pueblo.,Tourists can make the charm of this beautiful town their own.,./Sentences/Week 10/audio/105_Week 10_audio.mp3
106,Hay que comprender las diferencias culturales para fomentar la tolerancia.,It is necessary to understand cultural differences to promote tolerance.,./Sentences/Week 10/audio/106_Week 10_audio.mp3
107,Es inevitable que surjan desafíos en el camino hacia el progreso.,It is inevitable that challenges arise on the path to progress.,./Sentences/Week 10/audio/107_Week 10_audio.mp3
108,La herencia cultural de un país es un tesoro invaluable.,The cultural heritage of a country is an invaluable treasure.,./Sentences/Week 10/audio/108_Week 10_audio.mp3
109,Los niños que crecen en otro entorno pueden tener perspectivas diferentes.,Children who grow up in a different environment may have different perspectives.,./Sentences/Week 10/audio/109_Week 10_audio.mp3
110,Las sucursales de la empresa están ubicadas en todo el país.,The company's branches are located throughout the country.,./Sentences/Week 10/audio/110_Week 10_audio.mp3
111,"Desde su punto de vista, la solución es más complicada de lo que parece.","From his point of view, the solution is more complicated than it seems.",./Sentences/Week 10/audio/111_Week 10_audio.mp3
112,El afán de superación es una cualidad admirable.,The eagerness to improve oneself is an admirable quality.,./Sentences/Week 10/audio/112_Week 10_audio.mp3
113,La música nos acerca a las emociones más profundas.,Music brings us closer to the deepest emotions.,./Sentences/Week 10/audio/113_Week 10_audio.mp3
114,La distancia nos aleja de nuestros seres queridos.,Distance separates us from our loved ones.,./Sentences/Week 10/audio/114_Week 10_audio.mp3
115,En absoluto estoy de acuerdo con esa decisión.,I absolutely do not agree with that decision.,./Sentences/Week 10/audio/115_Week 10_audio.mp3
116,"Al contrario, creo que es una excelente idea.","On the contrary, I think it's an excellent idea.",./Sentences/Week 10/audio/116_Week 10_audio.mp3
117,"Ni por edad, ni por sexo, se debe discriminar a nadie.","Neither by age, nor by gender, should anyone be discriminated against.",./Sentences/Week 10/audio/117_Week 10_audio.mp3
118,Donde acomodar los libros es una decisión importante.,Where to arrange the books is an important decision.,./Sentences/Week 10/audio/118_Week 10_audio.mp3
119,La convivencia en armonía es fundamental para la paz.,Living together in harmony is essential for peace.,./Sentences/Week 10/audio/119_Week 10_audio.mp3
120,"...por haber venido, mereces un premio.","...for having come, you deserve a prize.",./Sentences/Week 10/audio/120_Week 10_audio.mp3
121,"No hay de qué preocuparse, todo saldrá bien.","There's no need to worry, everything will be fine.",./Sentences/Week 10/audio/121_Week 10_audio.mp3
122,El reasentamiento de los refugiados es una tarea compleja.,The resettlement of refugees is a complex task.,./Sentences/Week 10/audio/122_Week 10_audio.mp3
123,La reubicación de la oficina ha generado ciertas incomodidades.,The relocation of the office has caused some inconveniences.,./Sentences/Week 10/audio/123_Week 10_audio.mp3
124,El fenómeno de la migración es un tema de gran relevancia.,The phenomenon of migration is a matter of great relevance.,./Sentences/Week 10/audio/124_Week 10_audio.mp3
125,Estoy encargado del proyecto de construcción.,I am in charge of the construction project.,./Sentences/Week 10/audio/125_Week 10_audio.mp3
126,El hostigamiento laboral es inaceptable en cualquier circunstancia.,Workplace harassment is unacceptable in any circumstance.,./Sentences/Week 10/audio/126_Week 10_audio.mp3
127,"La escena era dantesca, llena de caos y destrucción.","The scene was hellish, full of chaos and destruction.",./Sentences/Week 10/audio/127_Week 10_audio.mp3
128,"No se debe agredir a nadie, la violencia no es la solución.","No one should be assaulted, violence is not the solution.",./Sentences/Week 10/audio/128_Week 10_audio.mp3
129,La vigencia de la ley es de suma importancia para la sociedad.,The validity of the law is of utmost importance for society.,./Sentences/Week 10/audio/129_Week 10_audio.mp3
130,Intentaré colmar tus expectativas con mi desempeño.,I will try to meet your expectations with my performance.,./Sentences/Week 10/audio/130_Week 10_audio.mp3
131,Ponte al corriente con los pagos para evitar problemas.,Get up to date with the payments to avoid issues.,./Sentences/Week 10/audio/131_Week 10_audio.mp3
132,Dejó claro que no estaba dispuesto a ceder en ese punto.,He made it clear that he was not willing to give in on that point.,./Sentences/Week 10/audio/132_Week 10_audio.mp3
133,Es importante promover la igualdad de oportunidades para todos.,It is important to promote equal opportunities for all.,./Sentences/Week 10/audio/133_Week 10_audio.mp3
134,El proceso de reclutamiento de personal es exhaustivo.,The process of recruiting personnel is exhaustive.,./Sentences/Week 10/audio/134_Week 10_audio.mp3
135,"Por otro lado, también debemos considerar otras opciones.","On the other hand, we should also consider other options.",./Sentences/Week 10/audio/135_Week 10_audio.mp3
136,Contar con un buen equipo es esencial para el éxito del proyecto.,Having a good team is essential for the project's success.,./Sentences/Week 10/audio/136_Week 10_audio.mp3
137,Garantizar la seguridad de los empleados es una prioridad para la empresa.,Ensuring the safety of the employees is a priority for the company.,./Sentences/Week 10/audio/137_Week 10_audio.mp3
138,Me veo en la obligación de informarte sobre este asunto importante.,I feel obligated to inform you about this important matter.,./Sentences/Week 10/audio/138_Week 10_audio.mp3
139,"Tal y como prometí, aquí está el informe que me pediste.","Just as I promised, here is the report you asked for.",./Sentences/Week 10/audio/139_Week 10_audio.mp3
140,El temario del curso incluye temas variados y relevantes.,The course syllabus includes diverse and relevant topics.,./Sentences/Week 10/audio/140_Week 10_audio.mp3
141,Vamos a abordar el problema desde diferentes perspectivas.,We are going to address the issue from different perspectives.,./Sentences/Week 10/audio/141_Week 10_audio.mp3
142,El cierre del evento estuvo a cargo de un reconocido cantante.,The closing of the event was led by a renowned singer.,./Sentences/Week 10/audio/142_Week 10_audio.mp3
143,El desvío en la carretera nos hizo llegar tarde a la reunión.,The detour on the road made us arrive late to the meeting.,./Sentences/Week 10/audio/143_Week 10_audio.mp3
144,Un francotirador fue avistado en el edificio cercano.,A sniper was sighted in the nearby building.,./Sentences/Week 10/audio/144_Week 10_audio.mp3
145,Las comitivas oficiales llegaron al aeropuerto para recibir al presidente.,The official delegations arrived at the airport to welcome the president.,./Sentences/Week 10/audio/145_Week 10_audio.mp3
146,La vigilancia en la zona se ha intensificado debido a los recientes incidentes.,Surveillance in the area has been intensified due to the recent incidents.,./Sentences/Week 10/audio/146_Week 10_audio.mp3
147,Los antecedentes del caso revelan información importante.,The background of the case reveals important information.,./Sentences/Week 10/audio/147_Week 10_audio.mp3
148,Tiene una visión ambiciosa para el futuro de la empresa.,He has an ambitious vision for the future of the company.,./Sentences/Week 10/audio/148_Week 10_audio.mp3
149,No creo que baste una reunión para resolver este problema complejo.,I don't think that a meeting will be enough to solve this complex issue.,./Sentences/Week 10/audio/149_Week 10_audio.mp3
150,Indíqueme cuál es su disponibilidad para la próxima semana.,Please indicate your availability for next week.,./Sentences/Week 10/audio/150_Week 10_audio.mp3
151,"Agradeciendo su gestión, quedo a la espera de su pronta respuesta.","Thanking you for your management, I look forward to your prompt response.",./Sentences/Week 10/audio/151_Week 10_audio.mp3
152,Le saluda cordialmente el equipo de ventas.,The sales team sends you their warm regards.,./Sentences/Week 10/audio/152_Week 10_audio.mp3
153,"A primera hora de la mañana, revisaré el informe antes de la reunión.","First thing in the morning, I will review the report before the meeting.",./Sentences/Week 10/audio/153_Week 10_audio.mp3
154,Eso dependerá del tráfico para llegar a tiempo.,That will depend on the traffic to arrive on time.,./Sentences/Week 10/audio/154_Week 10_audio.mp3
155,La autopista pagada facilita el viaje.,The paid highway makes the trip easier.,./Sentences/Week 10/audio/155_Week 10_audio.mp3
156,La carrera de medicina es muy demandante.,The medical career is very demanding.,./Sentences/Week 10/audio/156_Week 10_audio.mp3
157,Me da igual qué película veremos.,I don't mind which movie we will watch.,./Sentences/Week 10/audio/157_Week 10_audio.mp3
158,Debemos resolver este problema lo antes posible.,We need to solve this problem as soon as possible.,./Sentences/Week 10/audio/158_Week 10_audio.mp3
159,Le pediré al taxista que nos lleve al aeropuerto.,I will ask the taxi driver to take us to the airport.,./Sentences/Week 10/audio/159_Week 10_audio.mp3
160,"Una vez que termine la carrera, buscaré trabajo.","Once I finish my degree, I will look for a job.",./Sentences/Week 10/audio/160_Week 10_audio.mp3
161,Pagaré con el efectivo que tengo en la cartera.,I will pay with the cash I have in my wallet.,./Sentences/Week 10/audio/161_Week 10_audio.mp3
162,Lo tendré en cuenta para futuras decisiones.,I will take it into account for future decisions.,./Sentences/Week 10/audio/162_Week 10_audio.mp3
163,El equipo rival anotó un autogol.,The opposing team scored an own goal.,./Sentences/Week 10/audio/163_Week 10_audio.mp3
